alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text,translation_text_raw,witness_repairs
laozi-chapter-030__align-001,laozi,laozi-chapter-030,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,1,老子 30.1 - 老子 30.2,以道佐人主者，不以兵強天下。,老子 30.1,He who would assist a lord of men in harmony with the Dao will not assert his mastery in the kingdom by force of arms.,He who would assist a lord of men in harmony with the Dao will not assert his mastery in the kingdom by force of arms.,[]
laozi-chapter-030__align-002,laozi,laozi-chapter-030,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,3,老子 30.3,其事好還。,老子 30.2,Such a course is sure to meet with its proper return.,Such a course is sure to meet with its proper return.,[]
laozi-chapter-030__align-003,laozi,laozi-chapter-030,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,4,老子 30.4,師之所處，,老子 30.3,"Wherever a host is stationed, briars and thorns spring up.","Wherever a host is stationed, briars and thorns spring up.",[]
laozi-chapter-030__align-004,laozi,laozi-chapter-030,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,5,老子 30.5 - 老子 30.6,荊棘生焉。大軍之後，,老子 30.4,In the sequence of great armies there are sure to be bad years.,In the sequence of great armies there are sure to be bad years.,[]
laozi-chapter-030__align-005,laozi,laozi-chapter-030,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,7,老子 30.7,必有凶年。,老子 30.5,"A skilful (commander) strikes a decisive blow, and stops.","A skilful (commander) strikes a decisive blow, and stops.",[]
laozi-chapter-030__align-006,laozi,laozi-chapter-030,chapter,sentence,grouped,False,,4,2,exact_or_near_exact,1.0,8,老子 30.8 - 老子 30.11,善有果而已，不敢以取強。果而勿矜，果而勿伐，,老子 30.6 - 老子 30.7,"He does not dare (by continuing his operations) to assert and complete his mastery. He will strike the blow, but will be on his guard against being vain or boastful or arrogant in consequence of it.","He does not dare (by continuing his operations) to assert and complete his mastery. He will strike the blow, but will be on his guard against being vain or boastful or arrogant in consequence of it.",[]
laozi-chapter-030__align-007,laozi,laozi-chapter-030,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,12,老子 30.12,果而勿驕。,老子 30.8,He strikes it as a matter of necessity;,He strikes it as a matter of necessity;,[]
laozi-chapter-030__align-008,laozi,laozi-chapter-030,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,13,老子 30.13,果而不得已，,老子 30.9,"he strikes it, but not from a wish for mastery.","he strikes it, but not from a wish for mastery.",[]
laozi-chapter-030__align-009,laozi,laozi-chapter-030,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,14,老子 30.14,果而勿強。,老子 30.10,When things have attained their strong maturity they become old.,When things have attained their strong maturity they become old.,[]
laozi-chapter-030__align-010,laozi,laozi-chapter-030,chapter,sentence,grouped,False,,3,2,exact_or_near_exact,1.0,15,老子 30.15 - 老子 30.17,物壯則老，是謂不道，不道早已。,老子 30.11 - 老子 30.12,This may be said to be not in accordance with the Dao: and what is not in accordance with it soon comes to an end.,This may be said to be not in accordance with the Dao: and what is not in accordance with it soon comes to an end.,[]
