alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text,translation_text_raw,witness_repairs
shiji-001-annals-annals-of-the-five-emperors__aligned-001,shiji,shiji-001-annals-annals-of-the-five-emperors,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,1,史記·《本紀‧五帝本紀》 1,黃帝者，少典之子，姓公孫，名曰軒轅。生而神靈，弱而能言，幼而徇齊，長而敦敏，成而聰明。,史記·《本紀‧五帝本紀》 1,"Huangdi was the son of Shaodian. His surname was Gongsun, and his prename Xuanyuan. Born a genius he could speak when a baby, as a boy he was quick and smart, as a youth simple and earnest, and when grown up intelligent.","Huangdi was the son of Shaodian. His surname was Gongsun, and his prename Xuanyuan. Born a genius he could speak when a baby, as a boy he was quick and smart, as a youth simple and earnest, and when grown up intelligent.",[]
shiji-001-annals-annals-of-the-five-emperors__aligned-002,shiji,shiji-001-annals-annals-of-the-five-emperors,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,2,史記·《本紀‧五帝本紀》 2,軒轅之時，神農氏世衰。諸侯相侵伐，暴虐百姓，而神農氏弗能征。於是軒轅乃習用干戈，以征不享，諸侯咸來賓從。而蚩尤最為暴，莫能伐。炎帝欲侵陵諸侯，諸侯咸歸軒轅。軒轅乃修德振兵，治五氣，藝五種，撫萬民，度四方，教熊羆貔貅貙虎，以與炎帝戰於阪泉之野。三戰然後得其志。蚩尤作亂，不用帝命。於是黃帝乃徵師諸侯，與蚩尤戰於涿鹿之野，遂禽殺蚩尤。而諸侯咸尊軒轅為天子，代神農氏，是為黃帝。天下有不順者，黃帝從而征之，平者去之，披山通道，未嘗寧居。,史記·《本紀‧五帝本紀》 2,"In the time of Xuanyuan, Shennong became enfeebled. The princes made raids on each other and harassed the people, but Shennong could not chastise them, so Xuanyuan exercised himself in the use of weapons of war, so as to be able to punish irregularities. The princes all came and did homage, but Chiyou, the fiercest of all, could not Be Subdued. Yandi wished to oppress the princes, so they turned to Xuanyuan, who practised virtue, marshalled his men, controlled the five elements, cultivated the five kinds of grain, pacified the nations, and went over all parts of his country. Training black bears, grizzly bears, foxes, panthers, lynxes, and tigers, he, with their aid, fought with 'Flame emperor' in the desert of Banquan, and, after three battles, realised his wishes. Chiyou was a rebel, who did not obey the Emperor's command, so Huangdi, levying an army of the princes, fought against Chiyou, captured, and slew him in the desert of Zhuolu. The princes all agreed that Xuanyuan should be the Emperor in place of Shennong, under the title Huangdi. Those in the empire who would not submit, Huangdi pursued and chastised, and when they were subdued he left them. He made cuttings in hills, opened roads, and was never at rest.","In the time of Xuanyuan, Shennong became enfeebled. The princes made raids on each other and harassed the people, but Shennong could not chastise them, so Xuanyuan exercised himself in the use of weapons of war, so as to be able to punish irregularities. The princes all came and did homage, but Chiyou, the fiercest of all, could not Be Subdued. Yandi wished to oppress the princes, so they turned to Xuanyuan, who practised virtue, marshalled his men, controlled the five elements, cultivated the five kinds of grain, pacified the nations, and went over all parts of his country. Training black bears, grizzly bears, foxes, panthers, lynxes, and tigers, he, with their aid, fought with 'Flame emperor' in the desert of Banquan, and, after three battles, realised his wishes. Chiyou was a rebel, who did not obey the Emperor's command, so Huangdi, levying an army of the princes, fought against Chiyou, captured, and slew him in the desert of Zhuolu. The princes all agreed that Xuanyuan should be the Emperor in place of Shennong, under the title Huangdi. Those in the empire who would not submit, Huangdi pursued and chastised, and when they were subdued he left them. He made cuttings in hills, opened roads, and was never at rest.",[]
shiji-001-annals-annals-of-the-five-emperors__aligned-003,shiji,shiji-001-annals-annals-of-the-five-emperors,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,3,史記·《本紀‧五帝本紀》 3,東至于海，登丸山，及岱宗。西至于空桐，登雞頭。南至于江，登熊、湘。北逐葷粥，合符釜山，而邑于涿鹿之阿。遷徙往來無常處，以師兵為營衛。官名皆以雲命，為雲師。置左右大監，監于萬國。萬國和，而鬼神山川封禪與為多焉。獲寶鼎，迎日推筴。舉風后、力牧、常先、大鴻以治民。順天地之紀，幽明之占，死生之說，存亡之難。時播百穀草木，淳化鳥獸蟲蛾，旁羅日月星辰水波土石金玉，勞勤心力耳目，節用水火材物。有土德之瑞，故號黃帝。,史記·《本紀‧五帝本紀》 3,"Eastward his empire extended to the sea, Ball hill, and the ancestral Dai mountain; westward to 'Hollow cave' and Cock's-head hills; southward to the Yangtze river and Xiongxiang hill; while in the north he drove out the Xunyu. He made a treaty on Kettle hill, and built a city on the slopes of Zhuolu. He was constantly changing his residence, while his troops formed an encampment about him. He ordered his officers to be named after cloud omens. He appointed a chief and deputy superintendent over international affairs, and the various states being at peace, he worshipped the demons and spirits of the hills and streams with the feng and shan ceremonies in numbers. He obtained a valuable tripod, and made calculations of future events, appointing 'Chief of the winds,' 'Strength-governor,' 'Everfirst,' and 'Great Swan,' to direct the people to act in accordance with the celestial and terrestrial arrangements, the dark and bright prognostications, the disputations on life and death, the planting of the crops, plants, and trees in their seasons, and the transformations of birds, beasts, insects, and moths. He also prepared a record of the movements of the sun, moon, and stars; the flow of the tides; and the properties of clay, stones, metals, and gems. He devoted much careful attention to these things, and his observation was applied to ascertaining how fire, water, wood, and other elements could be used economically. There was an auspicious omen of the earth's energy, and he was therefore called 'Yellow god.'","Eastward his empire extended to the sea, Ball hill, and the ancestral Dai mountain; westward to 'Hollow cave' and Cock's-head hills; southward to the Yangtze river and Xiongxiang hill; while in the north he drove out the Xunyu. He made a treaty on Kettle hill, and built a city on the slopes of Zhuolu. He was constantly changing his residence, while his troops formed an encampment about him. He ordered his officers to be named after cloud omens. He appointed a chief and deputy superintendent over international affairs, and the various states being at peace, he worshipped the demons and spirits of the hills and streams with the feng and shan ceremonies in numbers. He obtained a valuable tripod, and made calculations of future events, appointing 'Chief of the winds,' 'Strength-governor,' 'Everfirst,' and 'Great Swan,' to direct the people to act in accordance with the celestial and terrestrial arrangements, the dark and bright prognostications, the disputations on life and death, the planting of the crops, plants, and trees in their seasons, and the transformations of birds, beasts, insects, and moths. He also prepared a record of the movements of the sun, moon, and stars; the flow of the tides; and the properties of clay, stones, metals, and gems. He devoted much careful attention to these things, and his observation was applied to ascertaining how fire, water, wood, and other elements could be used economically. There was an auspicious omen of the earth's energy, and he was therefore called 'Yellow god.'",[]
shiji-001-annals-annals-of-the-five-emperors__aligned-004,shiji,shiji-001-annals-annals-of-the-five-emperors,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,4,史記·《本紀‧五帝本紀》 4,黃帝二十五子，其得姓者十四人。,史記·《本紀‧五帝本紀》 4,"Huangdi had twenty-five sons, of whom fourteen received surnames.","Huangdi had twenty-five sons, of whom fourteen received surnames.",[]
shiji-001-annals-annals-of-the-five-emperors__aligned-005,shiji,shiji-001-annals-annals-of-the-five-emperors,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,5,史記·《本紀‧五帝本紀》 5,黃帝居于軒轅之丘，而娶于西陵之女，是為嫘祖為黃帝正妃，生二子，其後皆有天下：其一曰玄囂，是為青陽，青陽降居江水；其二曰昌意，降居若水。昌意娶蜀山氏女，曰昌仆，生高陽，高陽有聖德焉。黃帝崩，葬橋山。其孫昌意之子高陽立，是為帝顓頊也。,史記·《本紀‧五帝本紀》 5,"Huangdi lived at Xuanyuan hill, and married a woman of 'Western range' land called Leizu, who was his principal wife, and bore him two sons, both of whose descendants held Imperial sway. The eldest, named Xuanxiao, or Qingyang, dwelt on the Jiang stream, and the other, who was named Changyi, dwelt on the Ruo stream. Changyi married a woman from The Shu Hills named Changpu, who bore him a son, Gaoyang, who possessed the virtue of a sage. Huangdi died, and was buried at Qiaoshan, and his grandson, Changyi's son Gaoyang, came to the throne under the title Emperor Zhuanxu.","Huangdi lived at Xuanyuan hill, and married a woman of 'Western range' land called Leizu, who was his principal wife, and bore him two sons, both of whose descendants held Imperial sway. The eldest, named Xuanxiao, or Qingyang, dwelt on the Jiang stream, and the other, who was named Changyi, dwelt on the Ruo stream. Changyi married a woman from The Shu Hills named Changpu, who bore him a son, Gaoyang, who possessed the virtue of a sage. Huangdi died, and was buried at Qiaoshan, and his grandson, Changyi's son Gaoyang, came to the throne under the title Emperor Zhuanxu.",[]
shiji-001-annals-annals-of-the-five-emperors__aligned-006,shiji,shiji-001-annals-annals-of-the-five-emperors,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,6,史記·《本紀‧五帝本紀》 6,帝顓頊高陽者，黃帝之孫而昌意之子也。靜淵以有謀，疏通而知事；養材以任地，載時以象天，依鬼神以制義，治氣以教化，絜誠以祭祀。北至于幽陵，南至于交阯，西至于流沙，東至于蟠木。動靜之物，大小之神，日月所照，莫不砥屬。,史記·《本紀‧五帝本紀》 6,"Emperor Zhaunxu, or Gaoyang, was Huangdi's grandson and Changyi's son. Calm and unfathomable in his designs, and thoroughly versed in all matters, he exercised his talents in cultivating the ground; he recorded in their seasons the movements of the heavenly bodies, relied on spiritual influences in framing laws, taught reform by controlling the passion nature, and sacrificed with purity and sincerity. Northward his rule extended to 'Dark mound,' southward to Annam, westward to the moving sands, and eastward to 'Coiling tree'. Of animate and inanimate things, of spirits great and small, of those on whom the sun and moon shone, all were equally subject to him.","Emperor Zhaunxu, or Gaoyang, was Huangdi's grandson and Changyi's son. Calm and unfathomable in his designs, and thoroughly versed in all matters, he exercised his talents in cultivating the ground; he recorded in their seasons the movements of the heavenly bodies, relied on spiritual influences in framing laws, taught reform by controlling the passion nature, and sacrificed with purity and sincerity. Northward his rule extended to 'Dark mound,' southward to Annam, westward to the moving sands, and eastward to 'Coiling tree'. Of animate and inanimate things, of spirits great and small, of those on whom the sun and moon shone, all were equally subject to him.",[]
shiji-001-annals-annals-of-the-five-emperors__aligned-007,shiji,shiji-001-annals-annals-of-the-five-emperors,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,7,史記·《本紀‧五帝本紀》 7,帝顓頊生子曰窮蟬。顓頊崩，而玄囂之孫高辛立，是為帝嚳。,史記·《本紀‧五帝本紀》 7,"Emperor Zhuanxu had a son, Chiungchan. Zhuanxu died, and Xuanxiao's grandson Gaoxin came to the throne under the title of Emperor Ku.","Emperor Zhuanxu had a son, Chiungchan. Zhuanxu died, and Xuanxiao's grandson Gaoxin came to the throne under the title of Emperor Ku.",[]
shiji-001-annals-annals-of-the-five-emperors__aligned-008,shiji,shiji-001-annals-annals-of-the-five-emperors,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,8,史記·《本紀‧五帝本紀》 8,帝嚳高辛者，黃帝之曾孫也。高辛父曰蟜極，蟜極父曰玄囂，玄囂父曰黃帝。自玄囂與蟜極皆不得在位，至高辛即帝位。高辛於顓頊為族子。,史記·《本紀‧五帝本紀》 8,"Emperor Ku, or Gaoxin was Huangdi's great grandson, his father being Jiaoji, whose father was Xuanxiao, whose father was Huangdi. Neither Xuanxiao, nor Jiaoji came to the throne, but Gaoxin did hold Imperial sway. Gaoxin was a clansman of Zhuanxu.","Emperor Ku, or Gaoxin was Huangdi's great grandson, his father being Jiaoji, whose father was Xuanxiao, whose father was Huangdi. Neither Xuanxiao, nor Jiaoji came to the throne, but Gaoxin did hold Imperial sway. Gaoxin was a clansman of Zhuanxu.",[]
shiji-001-annals-annals-of-the-five-emperors__aligned-009,shiji,shiji-001-annals-annals-of-the-five-emperors,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,9,史記·《本紀‧五帝本紀》 9,高辛生而神靈，自言其名。普施利物，不於其身。聰以知遠，明以察微。順天之義，知民之急。仁而威，惠而信，修身而天下服。取地之財而節用之，撫教萬民而利誨之，歷日月而迎送之，明鬼神而敬事之。其色郁郁，其德嶷嶷。其動也時，其服也士。帝嚳溉執中而遍天下，日月所照，風雨所至，莫不從服。,史記·《本紀‧五帝本紀》 9,"Being born a genius Gaoxin spoke from babyhood. He distributed his benefits everywhere, regardless of self. Intelligent enough to understand things far off, and clever enough to search into minutiae, he followed Heaven's laws, and knew the people's needs. Humane yet dignified, kind yet truthful; he practised self-culture and all men submitted to him. He secured the revenue of the land, and spent it economically. He governed and instructed all his subjects, and they profited by the instruction. He made a calendar of the days and months past as well as future. He knew all about spirits, and worshipped them respectfully. His appearance was elegant, and his virtue eminent. His movements were well-timed, and his dress gentlemanly. Emperor Ku was thoroughly impartial all over his empire. There was no one on whom the sun and moon shone, or on whom the rain and wind blew, who was not devoted to him.","Being born a genius Gaoxin spoke from babyhood. He distributed his benefits everywhere, regardless of self. Intelligent enough to understand things far off, and clever enough to search into minutiae, he followed Heaven's laws, and knew the people's needs. Humane yet dignified, kind yet truthful; he practised self-culture and all men submitted to him. He secured the revenue of the land, and spent it economically. He governed and instructed all his subjects, and they profited by the instruction. He made a calendar of the days and months past as well as future. He knew all about spirits, and worshipped them respectfully. His appearance was elegant, and his virtue eminent. His movements were well-timed, and his dress gentlemanly. Emperor Ku was thoroughly impartial all over his empire. There was no one on whom the sun and moon shone, or on whom the rain and wind blew, who was not devoted to him.",[]
shiji-001-annals-annals-of-the-five-emperors__aligned-010,shiji,shiji-001-annals-annals-of-the-five-emperors,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,10,史記·《本紀‧五帝本紀》 10,帝嚳娶陳鋒氏女，生放勛。娶娵訾氏女，生摯。帝嚳崩，而摯代立。帝摯立，不善（崩），而弟放勛立，是為帝堯。,史記·《本紀‧五帝本紀》 10,"Emperor Ku married a daughter of Chenfeng, who bore a Son Named Fangxun. He also married a daughter of Juzi, who bore a son Zhi. Emperor Ku died, and Zhi reigned in his stead. Zhi reigned badly and died, and his brother 'The highly meritorious one' reigned under the title of Emperor Yao.","Emperor Ku married a daughter of Chenfeng, who bore a Son Named Fangxun. He also married a daughter of Juzi, who bore a son Zhi. Emperor Ku died, and Zhi reigned in his stead. Zhi reigned badly and died, and his brother 'The highly meritorious one' reigned under the title of Emperor Yao.",[]
