alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text,translation_text_raw,witness_repairs
liji-032-the-record-on-example__aligned-001,liji,liji-032-the-record-on-example,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,1,禮記·《表記》 1,子言之：「歸乎！君子隱而顯，不矜而莊，不厲而威，不言而信。」,禮記·《表記》 1,"These were the words of the Master - 'Let us return.' The superior man, in obscurity, yet makes himself manifest; without giving himself any airs, his gravity is acknowledged; without the exercise of severity, he inspires awe; without using words, he is believed.","These were the words of the Master - 'Let us return.' The superior man, in obscurity, yet makes himself manifest; without giving himself any airs, his gravity is acknowledged; without the exercise of severity, he inspires awe; without using words, he is believed.",[]
liji-032-the-record-on-example__aligned-002,liji,liji-032-the-record-on-example,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,2,禮記·《表記》 2,子曰：「君子不失足於人，不失色於人，不失口於人，是故君子貌足畏也，色足憚也，言足信也。《甫刑》曰：『敬忌而罔有擇言在躬。』」,禮記·《表記》 2,"The Master said, 'The superior man takes no erroneous step before men, nor errs in the expression of his countenance, nor in the language of his speech. Therefore his demeanour induces awe, his countenance induces fear, and his words produce confidence. It is said in The Punishments of Fu (The Shu, V, xxvii, ii): ""They were all reverence and caution. They had no occasion to make choice of words in reference to their conduct.""'","The Master said, 'The superior man takes no erroneous step before men, nor errs in the expression of his countenance, nor in the language of his speech. Therefore his demeanour induces awe, his countenance induces fear, and his words produce confidence. It is said in The Punishments of Fu (The Shu, V, xxvii, ii): ""They were all reverence and caution. They had no occasion to make choice of words in reference to their conduct.""'",[]
liji-032-the-record-on-example__aligned-003,liji,liji-032-the-record-on-example,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,3,禮記·《表記》 3,子曰：「裼襲之不相因也，欲民之毋相瀆也。」,禮記·《表記》 3,"The Master said, 'The dress and the one worn over it do not take the place, the one of the other, it being intimated to the people thereby that they should not trouble or interfere with one another.'","The Master said, 'The dress and the one worn over it do not take the place, the one of the other, it being intimated to the people thereby that they should not trouble or interfere with one another.'",[]
liji-032-the-record-on-example__aligned-004,liji,liji-032-the-record-on-example,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,4,禮記·《表記》 4,子曰：「祭極敬，不繼之以樂；朝極辨，不繼之以倦。」,禮記·《表記》 4,"The Master said, 'When a sacrifice has come to the point of greatest reverence, it should not be immediately followed by music. When the discussion of affairs at court has reached its utmost nicety, it should not be immediately followed by an idle indifference.'","The Master said, 'When a sacrifice has come to the point of greatest reverence, it should not be immediately followed by music. When the discussion of affairs at court has reached its utmost nicety, it should not be immediately followed by an idle indifference.'",[]
liji-032-the-record-on-example__aligned-005,liji,liji-032-the-record-on-example,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,5,禮記·《表記》 5,子曰：「君子慎以辟禍，篤以不掩，恭以遠恥。」,禮記·《表記》 5,"The Master said, 'The superior man is careful (in small things), and thereby escapes calamity. His generous largeness cannot be kept in obscurity. His courtesy keeps shame at a distance.'","The Master said, 'The superior man is careful (in small things), and thereby escapes calamity. His generous largeness cannot be kept in obscurity. His courtesy keeps shame at a distance.'",[]
liji-032-the-record-on-example__aligned-006,liji,liji-032-the-record-on-example,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,6,禮記·《表記》 6,子曰：「君子莊敬日強，安肆日偷。君子不以一日使其躬儳焉，如不終日。」,禮記·《表記》 6,"The Master said, 'The superior man, by his gravity and reverence, becomes every day stronger (for good); while indifference and want of restraint lead to a daily deterioration. The superior man does not allow any irregularity in his person, even for a single day - how should he be like (a small man) who will not end his days (in honour)?'","The Master said, 'The superior man, by his gravity and reverence, becomes every day stronger (for good); while indifference and want of restraint lead to a daily deterioration. The superior man does not allow any irregularity in his person, even for a single day - how should he be like (a small man) who will not end his days (in honour)?'",[]
liji-032-the-record-on-example__aligned-007,liji,liji-032-the-record-on-example,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,7,禮記·《表記》 7,子曰：「齊戒以事鬼神，擇日月以見君，恐民之不敬也。」,禮記·《表記》 7,"The Master said, 'Vigil and fasting are required (as a preparation) for serving the spirits (in sacrifice); the day and month in which to appear before the ruler are chosen beforehand - these observances were appointed lest the people should look on these things without reverence.'","The Master said, 'Vigil and fasting are required (as a preparation) for serving the spirits (in sacrifice); the day and month in which to appear before the ruler are chosen beforehand - these observances were appointed lest the people should look on these things without reverence.'",[]
liji-032-the-record-on-example__aligned-008,liji,liji-032-the-record-on-example,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,8,禮記·《表記》 8,子曰：「狎侮，死焉而不畏也。」,禮記·《表記》 8,"The Master said, '(The small man) is familiar and insolent. He may bring death on himself (by being so), and yet he stands in no fear'.'","The Master said, '(The small man) is familiar and insolent. He may bring death on himself (by being so), and yet he stands in no fear'.'",[]
liji-032-the-record-on-example__aligned-009,liji,liji-032-the-record-on-example,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,9,禮記·《表記》 9,子曰：「無辭不相接也，無禮不相見也；欲民之毋相褻也。《易》曰：『初筮告，再三瀆，瀆則不告。』」,禮記·《表記》 9,"The Master said, 'Without the interchange of the formal messages, there can be no reception of one party by another; without the presenting of the ceremonial (gifts), there can be no interview (with a superior) - these rules were made that the people might not take troublesome liberties with one another! It is said in the Yi, ""When he shows (the sincerity that marks) the first recourse to divination, I instruct him. If he apply a second and third time, that is troublesome, and I do not instruct the troublesome.""'","The Master said, 'Without the interchange of the formal messages, there can be no reception of one party by another; without the presenting of the ceremonial (gifts), there can be no interview (with a superior) - these rules were made that the people might not take troublesome liberties with one another! It is said in the Yi, ""When he shows (the sincerity that marks) the first recourse to divination, I instruct him. If he apply a second and third time, that is troublesome, and I do not instruct the troublesome.""'",[]
liji-032-the-record-on-example__aligned-010,liji,liji-032-the-record-on-example,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,10,禮記·《表記》 10,子言之：「仁者，天下之表也；義者，天下之制也；報者，天下之利也。」,禮記·《表記》 10,"These were the words of the Master:'(Humanity, of which the characteristic is) Benevolence, is the Pattern for all under Heaven; Righteousness is the Law for all under Heaven; and the Reciprocations (of ceremony) are for the Profit of all under Heaven.'","These were the words of the Master:'(Humanity, of which the characteristic is) Benevolence, is the Pattern for all under Heaven; Righteousness is the Law for all under Heaven; and the Reciprocations (of ceremony) are for the Profit of all under Heaven.'",[]
