alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text,translation_text_raw,witness_repairs
laozi-chapter-031__align-001,laozi,laozi-chapter-031,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,1.0,1,老子 31.1 - 老子 31.3,夫佳兵者，不祥之器，物或惡之，,老子 31.1,"Now arms, however beautiful, are instruments of evil omen, hateful, it may be said, to all creatures.","Now arms, however beautiful, are instruments of evil omen, hateful, it may be said, to all creatures.",[]
laozi-chapter-031__align-002,laozi,laozi-chapter-031,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,4,老子 31.4,故有道者不處。,老子 31.2,Therefore they who have the Dao do not like to employ them.,Therefore they who have the Dao do not like to employ them.,[]
laozi-chapter-031__align-003,laozi,laozi-chapter-031,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,5,老子 31.5 - 老子 31.6,君子居則貴左，用兵則貴右。,老子 31.3,"The superior man ordinarily considers the left hand the most honourable place, but in time of war the right hand.","The superior man ordinarily considers the left hand the most honourable place, but in time of war the right hand.",[]
laozi-chapter-031__align-004,laozi,laozi-chapter-031,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,7,老子 31.7 - 老子 31.8,兵者不祥之器，非君子之器，,老子 31.4,"Those sharp weapons are instruments of evil omen, and not the instruments of the superior man;","Those sharp weapons are instruments of evil omen, and not the instruments of the superior man;",[]
laozi-chapter-031__align-005,laozi,laozi-chapter-031,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,9,老子 31.9,不得已而用之，,老子 31.5,- he uses them only on the compulsion of necessity.,- he uses them only on the compulsion of necessity.,[]
laozi-chapter-031__align-006,laozi,laozi-chapter-031,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,10,老子 31.10,恬淡為上。,老子 31.6,Calm and repose are what he prizes;,Calm and repose are what he prizes;,[]
laozi-chapter-031__align-007,laozi,laozi-chapter-031,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,11,老子 31.11,勝而不美，,老子 31.7,victory (by force of arms) is to him undesirable.,victory (by force of arms) is to him undesirable.,[]
laozi-chapter-031__align-008,laozi,laozi-chapter-031,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,12,老子 31.12 - 老子 31.13,而美之者，是樂殺人。,老子 31.8,To consider this desirable would be to delight in the slaughter of men;,To consider this desirable would be to delight in the slaughter of men;,[]
laozi-chapter-031__align-009,laozi,laozi-chapter-031,chapter,sentence,grouped,False,,2,2,exact_or_near_exact,1.0,14,老子 31.14 - 老子 31.15,夫樂殺人者，則不可以得志於天下矣。,老子 31.9 - 老子 31.10,and he who delights in the slaughter of men cannot get his will in the kingdom. On occasions of festivity to be on the left hand is the prized position;,and he who delights in the slaughter of men cannot get his will in the kingdom. On occasions of festivity to be on the left hand is the prized position;,[]
laozi-chapter-031__align-010,laozi,laozi-chapter-031,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,16,老子 31.16,吉事尚左，,老子 31.11,"on occasions of mourning, the right hand.","on occasions of mourning, the right hand.",[]
laozi-chapter-031__align-011,laozi,laozi-chapter-031,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,17,老子 31.17 - 老子 31.18,凶事尚右。偏將軍居左，,老子 31.12,The second in command of the army has his place on the left;,The second in command of the army has his place on the left;,[]
laozi-chapter-031__align-012,laozi,laozi-chapter-031,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,19,老子 31.19,上將軍居右，,老子 31.13,the general commanding in chief has his on the right;,the general commanding in chief has his on the right;,[]
laozi-chapter-031__align-013,laozi,laozi-chapter-031,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,20,老子 31.20,言以喪禮處之。,老子 31.14,"- his place, that is, is assigned to him as in the rites of mourning.","- his place, that is, is assigned to him as in the rites of mourning.",[]
laozi-chapter-031__align-014,laozi,laozi-chapter-031,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,21,老子 31.21 - 老子 31.22,殺人之眾，以哀悲泣之，,老子 31.15,He who has killed multitudes of men should weep for them with the bitterest grief;,He who has killed multitudes of men should weep for them with the bitterest grief;,[]
laozi-chapter-031__align-015,laozi,laozi-chapter-031,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,23,老子 31.23 - 老子 31.24,戰勝，以喪禮處之。,老子 31.16,and the victor in battle has his place (rightly) according to those rites.,and the victor in battle has his place (rightly) according to those rites.,[]
