alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text
mozi-016-universal-love-iii__align-0001,mozi,mozi-016-universal-love-iii,chapter,sentence,grouped,False,,5,4,exact_or_near_exact,0.93,1,16.1 - 16.5,子墨子言曰：仁人之事者，必務求興天下之利，除天下之害。然當今之時，天下之害，孰爲大？曰：若大國之攻小國也，大家之亂小家也，強之劫弱，衆之暴寡，詐之謀愚，貴之敖賤，此天下之害也。,16.1 - 16.4,"The purpose of .the magnanimous lies in procuring benefits for the world and eliminating its calamities. Now among all the current calamities, which are the most important ? The attack on the small states hj the large ones, disturbances of the small houses by the large ones, oppression of the weak by the strong, misuse of the few by the many, deception of the simple by the cunning, disdain towards the humble by the honoured— these are the mis-fortunes in the empire. Again, the lack of grace on the part of the ruler, the lack of loyalty on the part of the ruled, the lack of afiection on the part of the father, the lack of filial piety on the part of the son — these are further calamities in the empire."
mozi-016-universal-love-iii__align-0002,mozi,mozi-016-universal-love-iii,chapter,sentence,grouped,False,,6,5,exact_or_near_exact,0.93,6,16.6 - 16.11,又與爲人君者之不惠也，臣者之不忠也，父者之不慈也，子者之不孝也，此又天下之害也。又與今人之賤人，執其兵刃毒藥水火，以交相虧賊，此又天下之害也。姑嘗本原若衆害之所自生。此胡自生？此自愛人、利人生與？卽必曰非然也，必曰從惡人、賊人生。,16.5 - 16.9,"Also, the mutual injury and harm which the unscrupulous do to one another with weapons, poison, w'ater, and fire is still another calamity in the empire. When we come to think about the cause of all these calamities, how have they arisen ? Have they arisen out of love of others and benefiting others ? Of course we should say no. We should say they have arisen out of hate of others and injuring others."
mozi-016-universal-love-iii__align-0003,mozi,mozi-016-universal-love-iii,chapter,sentence,grouped,False,,6,2,exact_or_near_exact,0.93,12,16.12 - 16.17,分名乎天下，惡人而賊人者，兼與？別與？卽必曰別也。然卽之交別者，果生天下之大害者與？是故別非也。子墨子曰：,16.10 - 16.11,"If we should classify one by one all those who hate others and injure others, should we find them to be universal in love or partial ? Of course we should say they are partial."
mozi-016-universal-love-iii__align-0004,mozi,mozi-016-universal-love-iii,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,18,16.18 - 16.19,非人者必有以易之，若非人而無以易之，譬之猶以水救水也，其說將必無可焉。是故子墨子曰：,16.12,"Now, since partiality against one another is the cause of the major calamities in the empire, then partiality is wrong."
mozi-016-universal-love-iii__align-0005,mozi,mozi-016-universal-love-iii,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,20,16.20 - 16.22,兼以易別。然卽兼之可以易別之故何也？曰：,16.13,Motse continued : Whoever critickes others must have something to replace them.
mozi-016-universal-love-iii__align-0006,mozi,mozi-016-universal-love-iii,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,23,16.23 - 16.24,藉爲人之國若爲其國，夫誰獨舉其國以攻人之國者哉？爲彼者由爲己也。,16.14,Criticism without suggestion is like trying to stop flood with flood and put out fire with fire.
mozi-016-universal-love-iii__align-0007,mozi,mozi-016-universal-love-iii,chapter,sentence,grouped,False,,2,2,exact_or_near_exact,0.93,25,16.25 - 16.26,爲人之都，若爲其都，夫誰獨舉其都以伐人之都者哉？爲彼猶爲己也。,16.15 - 16.16,It will surely be without worth. Motse said : Partiality is to be replaced by universality.
mozi-016-universal-love-iii__align-0008,mozi,mozi-016-universal-love-iii,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,27,16.27,爲人之家，若爲其家，夫誰獨舉其家以亂人之家者哉？,16.17,But how is it that partiality can be replaced by universality ?
mozi-016-universal-love-iii__align-0009,mozi,mozi-016-universal-love-iii,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,28,16.28 - 16.30,爲彼猶爲己也。然卽國都不相攻伐，人家不相亂賊，此天下之害與？天下之利與？,16.18,"Now, when every one regards the states of others as he regards his own, who would attack the others’ states ?"
mozi-016-universal-love-iii__align-0010,mozi,mozi-016-universal-love-iii,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,31,16.31,卽必曰天下之利也。,16.19,Others are regarded lile self.
mozi-016-universal-love-iii__align-0011,mozi,mozi-016-universal-love-iii,chapter,sentence,grouped,False,,4,2,exact_or_near_exact,0.93,32,16.32 - 16.35,姑嘗本原若衆利之所自生。此胡自生？此自惡人賊人生與？卽必曰非然也，必曰從愛人利人生。,16.20 - 16.21,"When every one regards the capitals of others as he regards his own, who would seize the others’ capitals ? Others are regarded like self."
mozi-016-universal-love-iii__align-0012,mozi,mozi-016-universal-love-iii,chapter,sentence,grouped,False,,4,1,exact_or_near_exact,0.93,36,16.36 - 16.39,分名乎天下愛人而利人者，別與？兼與？卽必曰兼也。然卽之交兼者，果生天下之大利者與？,16.22,"When every one regards the houses of others as he regards his own, who would disturb the others’ houses ?"
mozi-016-universal-love-iii__align-0013,mozi,mozi-016-universal-love-iii,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,40,16.40,是故子墨子曰兼是也。,16.23,Others are regarded like self.
