alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text,translation_text_raw,witness_repairs
liji-001-summary-of-the-rules-of-propriety-part-1__aligned-001,liji,liji-001-summary-of-the-rules-of-propriety-part-1,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,1,禮記·《曲禮上》 1,《曲禮》曰：「毋不敬，儼若思，安定辭。」安民哉！,禮記·《曲禮上》 1,"The Summary of the Rules of Propriety says: Always and in everything let there be reverence; with the deportment grave as when one is thinking (deeply), and with speech composed and definite. This will make the people tranquil.","The Summary of the Rules of Propriety says: Always and in everything let there be reverence; with the deportment grave as when one is thinking (deeply), and with speech composed and definite. This will make the people tranquil.",[]
liji-001-summary-of-the-rules-of-propriety-part-1__aligned-002,liji,liji-001-summary-of-the-rules-of-propriety-part-1,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,2,禮記·《曲禮上》 2,敖不可長，欲不可從，志不可滿，樂不可極。,禮記·《曲禮上》 2,Pride should not be allowed to grow; the desires should not be indulged; the will should not be gratified to the full; pleasure should not be carried to excess.,Pride should not be allowed to grow; the desires should not be indulged; the will should not be gratified to the full; pleasure should not be carried to excess.,[]
liji-001-summary-of-the-rules-of-propriety-part-1__aligned-003,liji,liji-001-summary-of-the-rules-of-propriety-part-1,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,3,禮記·《曲禮上》 3,賢者狎而敬之，畏而愛之。愛而知其惡，憎而知其善。積而能散，安安而能遷。臨財毋茍得，臨難毋茍免。很毋求勝，分毋求多。疑事毋質，直而勿有。,禮記·《曲禮上》 3,"Men of talents and virtue can be familiar with others and yet respect them; can stand in awe of others and yet love them. They love others and yet acknowledge the evil that is in them. They accumulate (wealth) and yet are able to part with it (to help the needy); they rest in what gives them satisfaction and yet can seek satisfaction elsewhere (when it is desirable to do so). When you find wealth within your reach, do not (try to) get it by improper means; when you meet with calamity, do not (try to) escape from it by improper means. Do not seek for victory in small contentions; do not seek for more than your proper share. Do not positively affirm what you have doubts about; and (when you have no doubts), do not let what you say appear (simply) as your own view.","Men of talents and virtue can be familiar with others and yet respect them; can stand in awe of others and yet love them. They love others and yet acknowledge the evil that is in them. They accumulate (wealth) and yet are able to part with it (to help the needy); they rest in what gives them satisfaction and yet can seek satisfaction elsewhere (when it is desirable to do so). When you find wealth within your reach, do not (try to) get it by improper means; when you meet with calamity, do not (try to) escape from it by improper means. Do not seek for victory in small contentions; do not seek for more than your proper share. Do not positively affirm what you have doubts about; and (when you have no doubts), do not let what you say appear (simply) as your own view.",[]
liji-001-summary-of-the-rules-of-propriety-part-1__aligned-004,liji,liji-001-summary-of-the-rules-of-propriety-part-1,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,4,禮記·《曲禮上》 4,若夫，坐如尸，立如齊。,禮記·《曲禮上》 4,"If a man be sitting, let him do so as a personator of the deceased; if he be standing, let him do so (reverently), as in sacrificing.","If a man be sitting, let him do so as a personator of the deceased; if he be standing, let him do so (reverently), as in sacrificing.",[]
liji-001-summary-of-the-rules-of-propriety-part-1__aligned-005,liji,liji-001-summary-of-the-rules-of-propriety-part-1,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,5,禮記·《曲禮上》 5,禮從宜，使從俗。,禮記·《曲禮上》 5,"In (observing) the rules of propriety, what is right (for the time and in the circumstances) should be followed. In discharging a mission (to another state), its customs are to be observed.","In (observing) the rules of propriety, what is right (for the time and in the circumstances) should be followed. In discharging a mission (to another state), its customs are to be observed.",[]
liji-001-summary-of-the-rules-of-propriety-part-1__aligned-006,liji,liji-001-summary-of-the-rules-of-propriety-part-1,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,6,禮記·《曲禮上》 6,夫禮者所以定親疏，決嫌疑，別同異，明是非也。,禮記·《曲禮上》 6,"They are the rules of propriety, that furnish the means of determining (the observances towards) relatives, as near and remote; of settling points which may cause suspicion or doubt; of distinguishing where there should be agreement, and where difference; and of making clear what is right and what is wrong.","They are the rules of propriety, that furnish the means of determining (the observances towards) relatives, as near and remote; of settling points which may cause suspicion or doubt; of distinguishing where there should be agreement, and where difference; and of making clear what is right and what is wrong.",[]
liji-001-summary-of-the-rules-of-propriety-part-1__aligned-007,liji,liji-001-summary-of-the-rules-of-propriety-part-1,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,7,禮記·《曲禮上》 7,禮，不妄說人，不辭費。禮，不逾節，不侵侮，不好狎。修身踐言，謂之善行。行修言道，禮之質也。禮聞取於人，不聞取人。禮聞來學，不聞往教。,禮記·《曲禮上》 7,"According to those rules, one should not (seek to) please others in an improper way, nor be lavish of his words. According to them, one does not go beyond the definite measure, nor encroach on or despise others, nor is fond of (presuming) familiarities. To cultivate one's person and fulfil one's words is called good conduct. When the conduct is (thus) ordered, and the words are accordant with the (right) course, we have the substance of the rules of propriety. I have heard that it is in accordance with those rules that one should be chosen by others (as their model); I have not heard of his choosing them (to take him as such). I have heard in the same way of (scholars) coming to learn; I have not heard of (the master) going to teach.","According to those rules, one should not (seek to) please others in an improper way, nor be lavish of his words. According to them, one does not go beyond the definite measure, nor encroach on or despise others, nor is fond of (presuming) familiarities. To cultivate one's person and fulfil one's words is called good conduct. When the conduct is (thus) ordered, and the words are accordant with the (right) course, we have the substance of the rules of propriety. I have heard that it is in accordance with those rules that one should be chosen by others (as their model); I have not heard of his choosing them (to take him as such). I have heard in the same way of (scholars) coming to learn; I have not heard of (the master) going to teach.",[]
liji-001-summary-of-the-rules-of-propriety-part-1__aligned-008,liji,liji-001-summary-of-the-rules-of-propriety-part-1,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,8,禮記·《曲禮上》 8,道德仁義，非禮不成，教訓正俗，非禮不備。分爭辨訟，非禮不決。君臣上下父子兄弟，非禮不定。宦學事師，非禮不親。班朝治軍，蒞官行法，非禮威嚴不行。禱祠祭祀，供給鬼神，非禮不誠不莊。是以君子恭敬撙節退讓以明禮。,禮記·《曲禮上》 8,"The course (of duty), virtue, benevolence, and righteousness cannot be fully carried out without the rules of propriety; nor are training and oral lessons for the rectification of manners complete; nor can the clearing up of quarrels and discriminating in disputes be accomplished; nor can (the duties between) ruler and minister, high and low, father and son, elder brother and younger, be determined; nor can students for office and (other) learners, in serving their masters, have an attachment for them; nor can majesty and dignity be shown in assigning the different places at court, in the government of the armies, and in discharging the duties of office so as to secure the operation of the laws; nor can there be the (proper) sincerity and gravity in presenting the offerings to spiritual Beings on occasions of supplication, thanksgiving, and the various sacrifices. Therefore the superior man is respectful and reverent, assiduous in his duties and not going beyond them, retiring and yielding - thus illustrating (the principle of) propriety.","The course (of duty), virtue, benevolence, and righteousness cannot be fully carried out without the rules of propriety; nor are training and oral lessons for the rectification of manners complete; nor can the clearing up of quarrels and discriminating in disputes be accomplished; nor can (the duties between) ruler and minister, high and low, father and son, elder brother and younger, be determined; nor can students for office and (other) learners, in serving their masters, have an attachment for them; nor can majesty and dignity be shown in assigning the different places at court, in the government of the armies, and in discharging the duties of office so as to secure the operation of the laws; nor can there be the (proper) sincerity and gravity in presenting the offerings to spiritual Beings on occasions of supplication, thanksgiving, and the various sacrifices. Therefore the superior man is respectful and reverent, assiduous in his duties and not going beyond them, retiring and yielding - thus illustrating (the principle of) propriety.",[]
liji-001-summary-of-the-rules-of-propriety-part-1__aligned-009,liji,liji-001-summary-of-the-rules-of-propriety-part-1,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,9,禮記·《曲禮上》 9,鸚鵡能言，不離飛鳥；猩猩能言，不離禽獸。今人而無禮，雖能言，不亦禽獸之心乎？夫唯禽獸無禮，故父子聚麀。是故聖人作，為禮以教人。使人以有禮，知自別於禽獸。,禮記·《曲禮上》 9,"The parrot can speak, and yet is nothing more than a bird; the ape can speak, and yet is nothing more than a beast. Here now is a man who observes no rules of propriety; is not his heart that of a beast? But if (men were as) beasts, and without (the principle of) propriety, father and son might have the same mate. Therefore, when the sages arose, they framed the rules of propriety in order to teach men, and cause them, by their possession of them, to make a distinction between themselves and brutes.","The parrot can speak, and yet is nothing more than a bird; the ape can speak, and yet is nothing more than a beast. Here now is a man who observes no rules of propriety; is not his heart that of a beast? But if (men were as) beasts, and without (the principle of) propriety, father and son might have the same mate. Therefore, when the sages arose, they framed the rules of propriety in order to teach men, and cause them, by their possession of them, to make a distinction between themselves and brutes.",[]
liji-001-summary-of-the-rules-of-propriety-part-1__aligned-010,liji,liji-001-summary-of-the-rules-of-propriety-part-1,chapter,block,block,False,,1,1,exact_or_near_exact,0.96,10,禮記·《曲禮上》 10,太上貴德，其次務施報。禮尚往來。往而不來，非禮也；來而不往，亦非禮也。人有禮則安，無禮則危。故曰：禮者不可不學也。,禮記·《曲禮上》 10,"In the highest antiquity they prized (simply conferring) good; in the time next to this, giving and repaying was the thing attended to. And what the rules of propriety value is that reciprocity. If I give a gift and nothing comes in return, that is contrary to propriety; if the thing comes to me, and I give nothing in return, that also is contrary to propriety. If a man observe the rules of propriety, he is in a condition of security; if he do not, he is in one of danger. Hence there is the saying, 'The rules of propriety should by no means be left unlearned.'","In the highest antiquity they prized (simply conferring) good; in the time next to this, giving and repaying was the thing attended to. And what the rules of propriety value is that reciprocity. If I give a gift and nothing comes in return, that is contrary to propriety; if the thing comes to me, and I give nothing in return, that also is contrary to propriety. If a man observe the rules of propriety, he is in a condition of security; if he do not, he is in one of danger. Hence there is the saying, 'The rules of propriety should by no means be left unlearned.'",[]
