alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text
mozi-001-make-close-the-scholars__align-0001,mozi,mozi-001-make-close-the-scholars,chapter,sentence,chapter,True,Unable to find a monotonic grouped alignment for 2 source units and 41 target units.,2,41,exact_or_near_exact,0.72,1,1.1 - 1.2,入國而不存其士則亡國矣見賢而不急則緩其君矣非賢無急非士無與慮國緩賢忘士而能以其國存者未曾有也昔者文公出走而正天下，桓公去國而霸諸侯，越王句踐遇吳王之醜，而尚攝中國之賢君。三子之能達名成功於天下也皆於其國抑而大醜也太上無敗其次敗而有以成此之謂用民吾聞之曰非無安居也我無安心也非無足財也我無足心也是故君子自難而易彼眾人自易而難彼君子進不敗其志內究其情雖雜庸民終無怨心彼有自信者也是故為其所難者必得其所欲焉未聞為其所欲而免其所惡者也是故偪臣傷君諂下傷上君必有弗弗之臣上必有詻詻之下分議者延延而支苟者詻詻焉可以長生保國臣下重其爵位而不言近臣則喑遠臣則唫怨結於民心諂諛在側善議障塞則國危矣桀紂不以其無天下之士邪殺其身而喪天下故曰歸國寶不若獻賢而進士今有五錐此其銛銛者必先挫有五刀此其錯錯者必先靡是以甘井近竭招木近伐靈龜近灼神蛇近暴是故比干之殪其抗也孟賁之殺其勇也西施之沈其美也吳起之裂其事也故彼人者寡不死其所長故曰太盛難守也故雖有賢君不愛無功之臣雖有慈父不愛無益之子是故不勝其任而處其位非此位之人也不勝其爵而處其祿非此祿之主也良弓難張然可以及高入深良馬難乘然可以任重致遠良才難令然可以致君見尊是故江河不惡小谷之滿己也故能大聖人者事無辭也物無違也故能為天下器是故江河之水非一源之水也千鎰之裘非一狐之白也夫惡有同方取不取同而已者乎蓋非兼王之道也是故天地不昭昭大水不潦潦大火不燎燎王德不堯堯者乃千人之長也其直如矢其平如砥不足以覆萬物是故溪陝者速涸逝淺者速竭墝埆者其地不育王者淳澤不出宮中則不能流國矣,1.1 - 1.41,"If one does not preserve the learned in a state he will be injuring the state ; if one is not zealous (to recommend) the virtuous upon seeing one, he will be neglecting the ruler. Enthusiasm is to be shown only to the virtuous, and plans for the country are only to be shared with the learned. Few are those, who, neglecting the virtuous and slighting the learned, could still maintain the existence of their countries. Formerly Lord Wen (of Chin 780-746 b.c.) was once in exile and yet later became the leading feudal lord. Lord Huan (of Chh 685-643 b.c.) was once forced to leave his state and yet later became a tyrant ”  among the feudal lords. Lord Kou Chien of Yiieh (496-465 b.c.) was once brought under humiliation by the king of Wu and yet he was later looked upon with awe by the princes of CHna. The reason that these three men became famous and successful in the world lies in that they were able to endure shame and humilia-tion within their states,-The greatest men know of no defeat. The next greatest turn failure into success, and this, by the employment of the people. I have heard it said : It is not that there is no peaceful abode but that I have no peaceful heart (over others’ home-lessness) ; it is not that my wealth is not siifiicient but that my passion yearns for more (to improve others’ conditions). Therefore the superior man is strict with one’s self but lenient with others (in matters of conduct) while the multitude are lenient with themselves but strict with others. The superior man carries out Hs ambitions successfully in action and studies the situation when he is at leisure. Even when he is taken as a mediocre individual he feels no dissatisfaction. This is because he has self-confidence. Therefore, those who attempt what seems difficult to them -will obtain what they desire, but few who aim at what they desire can avoid what they dislike, Therefore, artful ministers are harmful to the lord and flattering subordinates are injurious to the ruler. The lord should have uncompromising ministers ; the ruler should have stern subordinates. Only when counsel is given with far-sightedness and advice administered with sternness, can tlie life of the state be secure and permanent. If (to the contrary) the subordinates should value their positions and keep silence, the ministers near at hand would be speech-less and those far away could only sigh, and the people would become bitter. When the ruler is surrounded with praises and flatteries and insulated against good counsels, then the country is in danger. Was it not because they would not employ the scholars, that Chieh and Chow lost their empire and their lives ? Thus it is said : To offer the greatest treasure of the country to the ruler is not as laudable as to recommend the virtuous and introduce the learned. Among the five weapons the sharpest will be broken first. Among the five swords the keenest will be first worn out. The sweet wells become sooner dry and the elegant trees are oftener felled. The tortoises that are more responsive are oftener burned and the snakes that show more magic power are more sacrificed. Thus, Pi Kan  died of his up-rightness ; Meng Pen  perished by his strength ; Hsi Shih  paid with her life for her beauty ; and Wu Ch""i  was tom alive for his acHevemeat. This shows that there are but few who excel other people and do not perish on account of it. Hence the saying : Position of the supreme is hard to keep. Even the kind ruler will not show favours to ministers without merit. Even the aSectionate father will not love his useless sons. He who occupies a position but is not equal to the task is not the proper person for the position. He who draws emoluments but does not deserve the ranlc is not the proper proprietor of the emoluments. Good bows may be hard to draw, but they can reach great heights and pierce deeply. Good horses may be hard to ride on, but they can carry heavy burdens and make long journeys. Real talents may be hard to command, but they can be trusted to be envoys to the court of the emperor and to meet the nobility. Therefore the big rivers do not despise the little brooklete for tributaries. And great men do not neglect any menial task or reject any triSe, and so they become vessels for the world. The water in a river does not come from a single source, neither is the fur coat that is worth a thousand yi  those who agree with the right but employ those who agree with one s self is not the way to be a great ruler. (Just as) Heaven and earth do not dazzle, great bodies of water do not boil and foam, and great conflagrations do not coruscate, (so) the imperial character does not lift itself up beyond reach. As to the chieftain of only a thousand people, he is straight like an arrow and smooth like a hone, unable to tolerate the manifold ways. For narrow gorges dry up rapidly, shallow streams are soon exhausted, and the barren land does not bear fruits. When a ruler confines his favours within his palace, then they cannot be shared by the whole country."
mozi-002-self-cultivation__align-0001,mozi,mozi-002-self-cultivation,chapter,sentence,chapter,True,Unable to find a monotonic grouped alignment for 1 source units and 35 target units.,1,35,exact_or_near_exact,0.72,1,2.1,君子戰雖有陳而勇為本焉喪雖有禮而哀為本焉士雖有學而行為本焉是故置本不安者無務豐末近者不親無務來遠親戚不附無務外交事無終始無務多業舉物而闇無務博聞是故先王之治天下也必察邇來遠君子察邇而邇脩者也見不脩行見毀而反之身者也此以怨省而行脩矣譖慝之言無入之耳批扞之聲無出之口殺傷人之孩無存之心雖有詆訐之民無所依矣,2.1 - 2.35,"Though there should be tactics in war, courage is fuada-mentai. Though there should be ceremonies for mourning, grief is essential Though a scholar should be learned, he must first of all exhibit good conduct. When the seeds are not well sown, there is no use in labouring for a good harest. When the people near-by are not befriended there is no use of endeavouring to attract those at a distance. When one's relatives are not submissive, there is no use in endeavouring to establish contacts with the outside world. When one cannot accomplish a single task from beginning to end, there is no use of attempting many things. And when one is ignorant of a commonplace that is pointed out, there is no use of pursuing wide knowledge. Therefore, when the early kings administered the empire, they would investigate what was within reach and attract those at a distance. Investigation of a locality by the superior men means its orderly government. When they discovered misconduct or depravity, they corrected them-selves. Thus all complaints disappeared and conduct became regulated (by itself). When the superior men do not listen to treacherous words or utter any threatening soimd, or entertain any idea of injuring somebody, then even if there were underhanded persons they would lose support. There-fore the superior men are daily more energetic in performing their duty, but weaker in their desires, and more stately in their appearance. SELF-CULTIVATION T The way of tlie superior man makes the individual incorruptible in poverty and righteous when wealthy; it makes him love the living and mourn the dead. These four qualities of conduct cannot be hypocritically embodied in one's personality. There is nothing in his mind that goes beyond love ; there is nothing in his behaviour that goes beyond respectfulness, and there is nothing from his mouth that goes beyond gentility. When one pursues such a way until it pervades his four limbs and permeates his flesh and skin, and until he becomes white-haired and bald-headed without ceasing, one is truly a sage. His wisdom will not be far-reaching whose purpose is not firm. His action will not be efiective whose promises are not kept. He who will not share his possessions with others is not worthy to be a friend. And he who does not stand firm on principles and has neither wide knowledge nor penetrating judgment, is not worthy to be a companion. Just as a weak trunk will have but small branches, so mere bravery without cultivation will result in dissipation. And just as a dirty source will issue in an impure stream, so unfaithful conduct will unfavourably affect one’s fame. For, fame does not spring up out of nothing, nor does praise grow by itself. Fame follows upon success and is not obtainable by hypocrisy. He will not be listened to who talks much but is slow in action, even though he is discerning. He will not accomplish anything who is capable but likes to boast of his feats, even though he drudges. The wise discerns all in his mind but speaks simply, and he is capable but does not boast of his deeds. And, so, his name is exalted the world over. In speech, not quantity but ingenuity, not eloquence but insight, should be cultivated. If one is not wise and without insight, breeding only dissipation in one's personality, this is just the contrary of what should be cultivated. Any virtue that does not spring from the heart will not remain and any (result of) action that is not aimed at by one's self will not stay. There is no short cut to fame and there is no trick to praise. The superior man regards his body but as the vehicle for his character. Kone who places much importance on personal gains but lightly sacrifices his fame has ever become a gentleman in the world."
mozi-003-that-which-is-affectable__align-0001,mozi,mozi-003-that-which-is-affectable,chapter,sentence,grouped,False,,6,6,exact_or_near_exact,0.93,1,3.1 - 3.6,子墨子言，見染絲者而嘆曰：染於蒼則蒼，染於黃則黃，所入者變，其色亦變。五入必而已，則為五色矣。故染不可不愼也。非獨染絲然也，國亦有染。舜染於許由、伯陽，禹染於皋陶、伯益，湯染於伊尹、仲虺，武王染於太公、周公。,3.1 - 3.6,"Watcliing a dyer of silk at work, Motse sigked, saying ; Wiiat is dyed in blue becomes blue, wbat is dyed in yellow becomes yellow. When the silk is put in a difierent dye, its colour becomes also different. Having been dipped in five times, it has changed its colour five times. Therefore dyeing should be done with great care. This is true not only with silk dyeing ; even a country changes its colour in response to its influences. Thus Shun came under the influences of Hsii Yu and Po Yang  ; Yii, under that of Kao T’ao  and Po Yi  ; T’ang, under that of Yi Yin  and Chung Huei  ; and King Wu, under that of the Grand Duke and Duke Chou."
mozi-003-that-which-is-affectable__align-0002,mozi,mozi-003-that-which-is-affectable,chapter,sentence,grouped,False,,3,6,exact_or_near_exact,0.93,7,3.7 - 3.9,此四王者所染當，故王天下，立為天子，功名蔽天地。舉天下之仁義顯人，必稱此四王者。夏桀染於干辛、推哆，殷紂染於崇侯、惡來，厲王染於厲公長父、榮夷終，幽王染於傅公夷、蔡公穀。,3.7 - 3.12,"Now these four kings had been under good influences. There-fore they came to possess the empire and were commissioned Sons of Heaven (Emperors). Their achievements and great fame extended from Heaven to earth. And when the pre-eminently magnanimous and righteous figures of the world are mentioned, they are invariably those referred to. and T’uei Yi  ; Chow of Yin, under that of the Duke of Gh'ungi and 1 Lai ; King Li, under that of Chhng Fu, Duke Li and Yi Chung of the State of Jung i ; and King Yu, under that of Yi, Duke of FuJ and Ku, Duke of Ta’aiJ Now these four kings had been under bad influences. There-fore they lost their empire and their lives, and were persecuted everywhere."
mozi-003-that-which-is-affectable__align-0003,mozi,mozi-003-that-which-is-affectable,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,10,3.10 - 3.11,此四王者所染不當，故國殘身死，為天下僇。舉天下不義辱人，必稱此四王者。,3.13,"And when the most unrighteous and shameful persons of the world are mentioned, they are invariably those referred to."
mozi-003-that-which-is-affectable__align-0004,mozi,mozi-003-that-which-is-affectable,chapter,sentence,grouped,False,,3,6,exact_or_near_exact,0.93,12,3.12 - 3.14,齊桓染於管仲、鮑叔，晉文染於舅犯、高偃，楚莊染於孫叔、沈尹，吳闔閭染於伍員、文義，越句踐染於范蠡大夫種。此五君者所染當，故霸諸侯，功名傳於後世。范吉射染於長柳朔、王胜，中行寅染於籍秦、高彊，吳夫差染於王孫雒、太宰嚭，智伯搖染於智國、張武，中山尚染於魏義、偃長，宋康染於唐鞅、佃不禮。,3.14 - 3.19,"Lord Huan of Ch’i came under the influence of Kuan Chung  and Pao Shu  ; Lord Wen of Chin, under that of Uncle Fan 2 and Kao Yen 2; Lord Chuang of Ch’u, under that of Sun Shu  and the Minister of Shen  ; Ho Lu of Wu, under that of Wu Yuan  and Wen Yi  ; and Kou Chien of Yueh, under that of Pan Li  and Minister Chimg. Now these five lords had been under good influences. Therefore they became Tyrants among the feudal lords and their achievements and their fame were handed down to posterity. Fan Chi She came under the influence of Ch’ang Liu Shuo  and Wang Sheng « ; Chung Hsing Yin, under that of Chi Ch’in and Kao Chiang Pu Ch’a. under that of Wang Sun Lo  and Minister P’i « ; Chih Po Yao, under that of These are the noted wicked men in ancient Chinese historj-, assistants ° accomplices with them in sin and cruelty. These are the able assistants to the great feudal lords of the period WHO are mstrumental to the latter’s success."
mozi-003-that-which-is-affectable__align-0005,mozi,mozi-003-that-which-is-affectable,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,15,3.15,此六君者所染不當，故國家殘亡，身為刑戮，宗廟破滅，絕無後類，君臣離散，民人流亡。,3.20,"that of Wei Yi  and Yen Ch'ang  ; and Lord K'ang of Sung, under that of T'ang Yang and Tien Pu Li."
mozi-003-that-which-is-affectable__align-0006,mozi,mozi-003-that-which-is-affectable,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,16,3.16,舉天下之貪暴苛擾者，必稱此六君也。,3.21,"Now, these six princes had been under bad influences."
mozi-003-that-which-is-affectable__align-0007,mozi,mozi-003-that-which-is-affectable,chapter,sentence,grouped,False,,4,6,exact_or_near_exact,0.93,17,3.17 - 3.20,凡君之所以安者，何也？以其行理也，行理性於染當。故善為君者，勞於論人，而佚於治官。不能為君者，傷形費神，愁心勞意，然國逾危，身逾辱。,3.22 - 3.27,"Therefore their states were ruined and they were executed, their ancestral temples were destroyed and descendants annihilated. The rulers and the subjects were dispersed and the people were left homeless. The whole world point to these six princes as the most greedy and disturbing people. Now, how’ can the rulers obtain security ? They can obtain it by following the right way. And one will naturally follow the right way when under good influence."
mozi-003-that-which-is-affectable__align-0008,mozi,mozi-003-that-which-is-affectable,chapter,sentence,grouped,False,,4,6,exact_or_near_exact,0.93,21,3.21 - 3.24,此六君者，非不重其國，愛其身也，以不知要故也。不知要者，所染不當也。非獨國有染也，士亦有染。其友皆好仁義，淳謹畏令，則家日益，身日安，名日榮，處官得其理矣，則段干木、禽子、傅說之徒是也。,3.28 - 3.33,"There-fore capable rulers are very painstaking in the selection of men while they may not be so careful in attending to the administration (themselves). But the incapable wear out their body and exhaust their energy, tax their mind and stretch their thought, and yet their states are only placed in greater danger and their persons under more humiliation. Now, it is not that these six princes do not value their states or hold their lives cheap, it is really that they do not understand the relative importance of things. And it is due to bad influences that their idea of importance is distorted. Not only states but also individuals are subject to influences. If one has for friends none but those who love magnanimity and righteousness and who are careful and respectful of course one’s family will become more prosperous, one’s person more at peace, and one’s name more honourable every day ; and, as an oflflcial, one will be properly qualified."
