alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text,translation_text_raw,witness_repairs
laozi-chapter-080__align-001,laozi,laozi-chapter-080,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,1,老子 80.1 - 老子 80.2,小國寡民，使有什伯之器而不用，,老子 80.1,"In a little state with a small population, I would so order it, that, though there were individuals with the abilities of ten or a hundred men, there should be no employment of them;","In a little state with a small population, I would so order it, that, though there were individuals with the abilities of ten or a hundred men, there should be no employment of them;",[]
laozi-chapter-080__align-002,laozi,laozi-chapter-080,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,3,老子 80.3,使民重死而不遠徙。,老子 80.2,"I would make the people, while looking on death as a grievous thing, yet not remove elsewhere (to avoid it).","I would make the people, while looking on death as a grievous thing, yet not remove elsewhere (to avoid it).",[]
laozi-chapter-080__align-003,laozi,laozi-chapter-080,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,4,老子 80.4 - 老子 80.5,雖有舟輿，無所乘之；,老子 80.3,"Though they had boats and carriages, they should have no occasion to ride in them;","Though they had boats and carriages, they should have no occasion to ride in them;",[]
laozi-chapter-080__align-004,laozi,laozi-chapter-080,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,6,老子 80.6 - 老子 80.7,雖有甲兵，無所陳之。,老子 80.4,"though they had buff coats and sharp weapons, they should have no occasion to don or use them.","though they had buff coats and sharp weapons, they should have no occasion to don or use them.",[]
laozi-chapter-080__align-005,laozi,laozi-chapter-080,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,8,老子 80.8,使人復結繩而用之，,老子 80.5,I would make the people return to the use of knotted cords (instead of the written characters).,I would make the people return to the use of knotted cords (instead of the written characters).,[]
laozi-chapter-080__align-006,laozi,laozi-chapter-080,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,9,老子 80.9,甘其食，,老子 80.6,They should think their (coarse) food sweet;,They should think their (coarse) food sweet;,[]
laozi-chapter-080__align-007,laozi,laozi-chapter-080,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,10,老子 80.10,美其服，,老子 80.7,their (plain) clothes beautiful;,their (plain) clothes beautiful;,[]
laozi-chapter-080__align-008,laozi,laozi-chapter-080,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,11,老子 80.11,安其居，,老子 80.8,their (poor) dwellings places of rest;,their (poor) dwellings places of rest;,[]
laozi-chapter-080__align-009,laozi,laozi-chapter-080,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,12,老子 80.12,樂其俗。,老子 80.9,and their common (simple) ways sources of enjoyment.,and their common (simple) ways sources of enjoyment.,[]
laozi-chapter-080__align-010,laozi,laozi-chapter-080,chapter,sentence,grouped,False,,4,1,exact_or_near_exact,1.0,13,老子 80.13 - 老子 80.16,鄰國相望，雞犬之聲相聞，民至老死，不相往來。,老子 80.10,"There should be a neighbouring state within sight, and the voices of the fowls and dogs should be heard all the way from it to us, but I would make the people to old age, even to death, not have any intercourse with it.","There should be a neighbouring state within sight, and the voices of the fowls and dogs should be heard all the way from it to us, but I would make the people to old age, even to death, not have any intercourse with it.",[]
