alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text
shijing__guofeng-zhounan-001-guanju__001__zhwikisource-20260530__legge-sheking-1871,shijing,guofeng-zhounan-001-guanju,poem,stanza,stanza,False,,1,1,exact_or_near_exact,0.99,1,詩經·國風·周南·001.1,"關關雎鳩，在河之洲。
窈窕淑女，君子好逑。",Guan ju.1,"Guan-guan go the ospreys,
On the islet in the river.
The modest, retiring, virtuous, young lady: ―
For our prince a good mate she."
shijing__guofeng-zhounan-001-guanju__002__zhwikisource-20260530__legge-sheking-1871,shijing,guofeng-zhounan-001-guanju,poem,stanza,stanza,False,,1,1,exact_or_near_exact,0.99,2,詩經·國風·周南·001.2,"參差荇菜，左右流之。
窈窕淑女，寤寐求之。",Guan ju.2,"Here long, there short, is the duckweed,
To the left, to the right, borne about by the current.
The modest, retiring, virtuous, young lady: ―
Waking and sleeping, he sought her."
shijing__guofeng-zhounan-001-guanju__003__zhwikisource-20260530__legge-sheking-1871,shijing,guofeng-zhounan-001-guanju,poem,stanza,stanza,False,,1,1,exact_or_near_exact,0.99,3,詩經·國風·周南·001.3,"求之不得，寤寐思服。
悠哉悠哉，輾轉反側。",Guan ju.3,"He sought her and found her not,
And waking and sleeping he thought about her.
Long he thought; oh! long and anxiously;
On his side, on his back, he turned, and back again."
shijing__guofeng-zhounan-001-guanju__004__zhwikisource-20260530__legge-sheking-1871,shijing,guofeng-zhounan-001-guanju,poem,stanza,stanza,False,,1,1,exact_or_near_exact,0.99,4,詩經·國風·周南·001.4,"參差荇菜，左右采之。
窈窕淑女，琴瑟友之。",Guan ju.4,"Here long, there short, is the duckweed;
On the left, on the right, we gather it.
The modest, retiring, virtuous, young lady: ―
With lutes, small and large, let us give her friendly welcome."
shijing__guofeng-zhounan-001-guanju__005__zhwikisource-20260530__legge-sheking-1871,shijing,guofeng-zhounan-001-guanju,poem,stanza,stanza,False,,1,1,exact_or_near_exact,0.99,5,詩經·國風·周南·001.5,"參差荇菜，左右芼之。
窈窕淑女，鐘鼓樂之。",Guan ju.5,"Here long, there short, is the duckweed;
On the left, on the right, we cook and present it.
The modest, retiring, virtuous, young lady: ―
With bells and drums let us show our delight in her."
shijing__guofeng-zhounan-002__001__zhwikisource-20260530__legge-sheking-1871-ocr,shijing,guofeng-zhounan-002,poem,poem,poem,True,Whole-poem fallback because Chinese and English stanza structures do not align safely.,1,1,exact_or_near_exact,0.95,1,詩經·國風·周南·002.1,"葛之覃兮，施于中谷，維葉萋萋，黃鳥于飛，集于灌木，其鳴喈喈。
葛之覃兮，施于中谷，維葉莫莫，是刈是濩，為絺為綌，服之無斁。
言告師氏，言告言歸，薄汙我私，薄澣我衣，害澣害否，歸寧父母。",Koh t'an.1,"How the dolichos spreads out,
And extends over the valley.
The yellow birds fly about,
And collect on the thick foliage.

I cut it and I boiled it,
And made both fine cloth and coarse,
Which I will wear without getting tired of it.

I have told the matron,
Who will announce that I am going to see my parents.
I will wash my private clothes clean,
And I will rinse my robes.
Which need to be rinsed, and which do not?
I am going back to visit my parents."
shijing__guofeng-zhounan-003__001__zhwikisource-20260530__legge-sheking-1871-ocr,shijing,guofeng-zhounan-003,poem,poem,poem,True,Whole-poem fallback because Chinese and English stanza structures do not align safely.,1,1,exact_or_near_exact,0.95,1,詩經·國風·周南·003.1,"采采卷耳，不盈頃筐，嗟我懷人，寘彼周行。
陟彼崔嵬，我馬虺隤，我姑酌彼金罍，維以不永懷。
陟彼高岡，我馬玄黃，我姑酌彼兕觥，維以不永傷。
陟彼砠矣，我馬瘏矣，我僕痡矣，云何吁矣。",Keuen-urh.1,"I was gathering and gathering the mouse-ear,
But could not fill my shallow basket.
With a sigh for the man of my heart,
I placed it on the high road.

I was ascending that rock-covered height,
But my horses were too tired to breast it.
I will now pour a cup from that gilded vase,
Hoping I may not have to think of him long.

I was ascending that lofty ridge,
But my horses turned of a dark yellow.
I will now take a cup from that rhinoceros-horn cup,
Hoping I may not have long to sorrow.

I was ascending that flat-topped height,
But my horses became quite disabled,
And my servants were also disabled.
Oh! how great is my sorrow!"
shijing__guofeng-zhounan-004__001__zhwikisource-20260530__legge-sheking-1871-ocr,shijing,guofeng-zhounan-004,poem,poem,poem,True,Whole-poem fallback because Chinese and English stanza structures do not align safely.,1,1,exact_or_near_exact,0.95,1,詩經·國風·周南·004.1,"南有樛木，葛藟纍之，樂只君子，福履綏之。
南有樛木，葛藟荒之，樂只君子，福履將之。
南有樛木，葛藟縈之，樂只君子，福履成之。",K'ew muh.1,"In the south are the trees with curved drooping branches,
With the dolichos creepers clinging to them.
To be rejoiced in is our princely lady:
May she repose in her happiness and dignity!

In the south are the trees with curved drooping branches,
Covered by the dolichos creepers.
To be rejoiced in is our princely lady:
May she be great in her happiness and dignity!

In the south are the trees with curved drooping branches,
Round which the dolichos creepers twine.
To be rejoiced in is our princely lady:
May she be complete in her happiness and dignity!"
shijing__guofeng-zhounan-005__001__zhwikisource-20260530__legge-sheking-1871-ocr,shijing,guofeng-zhounan-005,poem,poem,poem,True,Whole-poem fallback because Chinese and English stanza structures do not align safely.,1,1,exact_or_near_exact,0.95,1,詩經·國風·周南·005.1,"螽斯羽，詵詵兮，宜爾子孫，振振兮！
螽斯羽，薨薨兮，宜爾子孫，繩繩兮！
螽斯羽，揖揖兮，宜爾子孫，蟄蟄兮！",Chung-sze.1,"Ye locusts, winged tribes,
How harmoniously you collect together!
Right is it that your descendants
Should be multitudinous!

Ye locusts, winged tribes,
How sound your wings in flight!
Right is it that your descendants
Should be as in unbroken strings!

Ye locusts, winged tribes,
How you cluster together!
Right is it that your descendants
Should be in swarms!"
shijing__guofeng-zhounan-006__001__zhwikisource-20260530__legge-sheking-1871-ocr,shijing,guofeng-zhounan-006,poem,poem,poem,True,Whole-poem fallback because Chinese and English stanza structures do not align safely.,1,1,exact_or_near_exact,0.95,1,詩經·國風·周南·006.1,"桃之夭夭，灼灼其華，之子于歸，宜其室家。
桃之夭夭，有蕡其實，之子于歸，宜其家室。
桃之夭夭，其葉蓁蓁，之子于歸，宜其家人。",T'aou yaou.1,"The peach tree is young and elegant;
Brilliant are its flowers.
This young lady is going to her future home,
And will order well her chamber and house.

The peach tree is young and elegant;
Abundant will be its fruit.
This young lady is going to her future home,
And will order well her house and chamber.

The peach tree is young and elegant;
Luxuriant are its leaves.
This young lady is going to her future home,
And will order well her family."
