alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text
mozi-011-identification-with-the-superior-i__align-0001,mozi,mozi-011-identification-with-the-superior-i,chapter,sentence,grouped,False,,6,3,exact_or_near_exact,0.93,1,11.1 - 11.6,子墨子言曰：古者民始生、未有刑政之時，蓋其語，人異義。是以一人則一義，二人則二義，十人則十義。其人茲衆，其所謂義者亦茲衆。是以人是其義，以非人之義，故交相非也。是以內者父子、兄弟作怨惡，離散不能相和合。,11.1 - 11.3,"Motse said: In the beginning of human life, when there was yet no law and government, the custom was everybody according to his own idea "" Accordingly each man had his own idea, two men had two different ideas and ten men had ten different ideas— the more people the more different notions. And everybody approved of his oto view and disapproved the views of others, and so arose mutual dis-approval among men. As a result, father and son and elder and younger brothers became enemies and were estranged from each other, since they were tmable to reach any agreement."
mozi-011-identification-with-the-superior-i__align-0002,mozi,mozi-011-identification-with-the-superior-i,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,7,11.7 - 11.8,天下之百姓，皆以水火、毒藥相虧害。至有餘力，不能以相勞。,11.4,"Everybody worked for the disadvantage of the others with water, fire, and poison."
mozi-011-identification-with-the-superior-i__align-0003,mozi,mozi-011-identification-with-the-superior-i,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,9,11.9 - 11.11,腐朽餘財，不以相分。隱匿良道，不以相教。天下之亂，若禽獸然。,11.5,Surplus energy was not spent for mutual aid; surplus goods were allowed to rot without sharing; excellent teachings (Tao) were kept secret and not revealed.
mozi-011-identification-with-the-superior-i__align-0004,mozi,mozi-011-identification-with-the-superior-i,chapter,sentence,grouped,False,,2,2,exact_or_near_exact,0.93,12,11.12 - 11.13,夫明虖天下之所以亂者，生於無政長，是故選天下之賢可者，立以爲天子。天子立，以其力爲未足，又選擇天下之賢可者，置立之以爲三公。,11.6 - 11.7,"The disorder in the (human) world could be translation of it. Finally the effort is given up, and it is rendered differently as notion "" idea "", view purpose "", and"" standard "", in different connexions."
mozi-011-identification-with-the-superior-i__align-0005,mozi,mozi-011-identification-with-the-superior-i,chapter,sentence,grouped,False,,3,6,exact_or_near_exact,0.93,14,11.14 - 11.16,天子、三公旣以立，以天下爲博大，遠國異土之民、是非利害之辯，不可一二而明知，故畫分萬國，立諸侯國君。諸侯國君旣已立，以其力爲未足，又選擇其國之賢可者，置立之以爲正長。正長旣已具，天子發政於天下之百姓，言曰：,11.8 - 11.13,"compared to that among birds and beasts. Yet all this dis-order was due to the want of a ruler. Therefore (Heaven) chose the virtuous in the world and crowned him emperor. Feeling the insufficiency of his capacity, the emperor chose the virtuous in the world and installed them as the three ministers. Seeing the vastness of the empire and the difficulty of attending to matters of right and mong and profit and harm among peoples of far countries, the three ministers divided the empire into feudal states and assigned them to feudal lords. Feeling the insufficiency of their capacity, the feudal lords, in turn, chose the virtuous of their states and appointed them as their officials."
mozi-011-identification-with-the-superior-i__align-0006,mozi,mozi-011-identification-with-the-superior-i,chapter,sentence,grouped,False,,6,6,exact_or_near_exact,0.93,17,11.17 - 11.22,「聞善而不善，皆以告其上。上之所是，必皆是之。所非，必皆非之。上有過，則規諫之。下有善，則傍薦之。上同而不下比者，此上之所賞，而下之所譽也。,11.14 - 11.19,"When the rulers were all installed, the emperor issued a mandate to all the people, saying: ‘MJpon hearing good or evil one shall report it to a superior. What the superior thinks to be right all shall think to be right; what the superior thinks to be wrong all shall think to be wrong. When the superior is at fault there shall be good counsel, when the subordinates show virtue there shall be popular recommendation. To identify one’s self with the superior and not to unite one’s self with the subordinates — this is what deserves encouragement from above and praise from below. On the other hand, if upon hearing good or evil one should not report to a superior; if what the superior thought to be right one should not think to be right; if what the superior thought to be wrong one should not think to be wrong; if when the superior was at fault there should be no good counsel; if when the subordinates showed virtue there should be no popular recommendation; if there should be common cause with subordinates and no identification with the superior— this is what deserves punish ment from above and condemnation from below/’ The superior made this the basis of reward and punishment. He was clear-sighted and won his people’s confidence."
mozi-011-identification-with-the-superior-i__align-0007,mozi,mozi-011-identification-with-the-superior-i,chapter,sentence,grouped,False,,5,4,exact_or_near_exact,0.93,23,11.23 - 11.27,意若聞善而不善，不以告其上。上之所是弗能是，上之所非弗能非。上有過弗規諫，下有善弗傍薦。下比不能上同者，此上之所罰，而百姓所毀也。」上以此爲賞罰，甚明察以審信。,11.20 - 11.23,"Now the head of the village was the most high-minded and tender-hearted man of the village. He notified the people of the village, saying: Upon hearing good or evil you shall report it to the head of the district. What the head of the district thinks to be right, all shall think to be right. What he thinks to be wrong, all shall think to be wrong."
mozi-011-identification-with-the-superior-i__align-0008,mozi,mozi-011-identification-with-the-superior-i,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,28,11.28 - 11.29,是故里長者，里之仁人也。里長發政里之百姓，言曰：,11.24,Put away from your speech that which is not good and learn his good speech.
mozi-011-identification-with-the-superior-i__align-0009,mozi,mozi-011-identification-with-the-superior-i,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,0.93,30,11.30 - 11.32,「聞善而不善，必以告其鄉長。鄉長之所是，必皆是之。鄉長之所非，必皆非之。,11.25,Remove from your conduct that which is not good and learn his good conduct.
mozi-011-identification-with-the-superior-i__align-0010,mozi,mozi-011-identification-with-the-superior-i,chapter,sentence,grouped,False,,6,5,exact_or_near_exact,0.93,33,11.33 - 11.38,去若不善言，學鄉長之善言。去若不善行，學鄉長之善行。則鄉何說以亂哉？」察鄉之所治者，何也？鄉長唯能壹同鄉之義，是以鄉治也。鄉長者，鄉之仁人也。,11.26 - 11.30,"How then can there be disorder in the district Now, how was order brought about in the district? There was order in the district because the head could unify the standards of the district. The head of the district was the most high-minded and tender-hearted man of the district. He notified the people of the district, saying: ""Upon hearing good or evil you shall report it to the lord. What the lord thinks to be right all shall think to be right; what he thinks to be wrong all shall think to be wrong."
