alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text
lunyu__book-12-yanyuan__001__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-12-yanyuan,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,1,論語 12.1,顏淵問「仁」。子曰：「克己復禮爲仁。一日克己復禮，天下歸仁焉，爲仁由己，而由人乎哉？」顏淵曰：「請問其目。」子曰：「非禮勿視，非禮勿聽，非禮勿言，非禮勿動。」顏淵曰：「回雖不敏，請事斯語矣！」,Analects I.1,"Yen Yuan asked about perfect virtue. The Master said, ""To subdue one's self and return to propriety, is perfect virtue. If a man can for one day subdue himself and return to propriety, all under heaven will ascribe perfect virtue to him. Is the practice of perfect virtue from a man himself, or is it from others?"" Yen Yuan said, ""I beg to ask the steps of that process."" The Master replied, ""Look not at what is contrary to propriety; listen not to what is contrary to propriety; speak not what is contrary to propriety; make no movement which is contrary to propriety."" Yen Yuan then said, ""Though I am deficient in intelligence and vigour, I will make it my business to practise this lesson."""
lunyu__book-12-yanyuan__002__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-12-yanyuan,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,2,論語 12.2,仲弓問「仁」。子曰：「出門如見大賓，使民如承大祭，己所不欲，勿施於人。在邦無怨，在家無怨。」仲弓曰：「雍雖不敏，請事斯語矣！」,Analects II.2,"Chung-kung asked about perfect virtue. The Master said, ""It is, when you go abroad, to behave to every one as if you were receiving a great guest; to employ the people as if you were assisting at a great sacrifice; not to do to others as you would not wish done to yourself; to have no murmuring against you in the country, and none in the family."" Chung-kung said, ""Though I am deficient in intelligence and vigour, I will make it my business to practise this lesson."""
lunyu__book-12-yanyuan__003__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-12-yanyuan,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,3,論語 12.3,司馬牛問「仁」。子曰：「仁者，其言也訒。」曰：「其言也訒，斯謂之『仁』已夫？」子曰：「爲之難，言之得無訒乎！」,Analects III.3,"Sze-ma Niu asked about perfect virtue. The Master said, ""The man of perfect virtue is cautious and slow in his speech."" ""Cautious and slow in his speech!"" said Niu;—""is this what is meant by perfect virtue?"" The Master said, ""When a man feels the difficulty of doing, can he be other than cautious and slow in speaking?"""
lunyu__book-12-yanyuan__004__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-12-yanyuan,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,4,論語 12.4,司馬牛問「君子」。子曰：「君子不憂不懼。」曰：「不憂不懼，斯謂之『君子』矣夫？」子曰：「內省不疚，夫何憂何懼！」,Analects IV.4,"Sze-ma Niu asked about the superior man. The Master said, ""The superior man has neither anxiety nor fear."" ""Being without anxiety or fear!"" said Nui;—""does this constitute what we call the superior man?"" The Master said, ""When internal examination discovers nothing wrong, what is there to be anxious about, what is there to fear?"""
lunyu__book-12-yanyuan__005__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-12-yanyuan,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,5,論語 12.5,司馬牛憂曰：「人皆有兄弟，我獨亡！」子夏曰：「商聞之矣：『死生有命，富貴在天』君子敬而無失，與人恭而有禮，四海之內，皆兄弟也，君子何患乎無兄弟也！」,Analects V.5,"Sze-ma Niu, full of anxiety, said, ""Other men all have their brothers, I only have not."" Tsze-hsia said to him, ""There is the following saying which I have heard:— ""'Death and life have their determined appointment; riches and honours depend upon Heaven.' ""Let the superior man never fail reverentially to order his own conduct, and let him be respectful to others and observant of propriety:—then all within the four seas will be his brothers. What has the superior man to do with being distressed because he has no brothers?"""
lunyu__book-12-yanyuan__006__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-12-yanyuan,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,6,論語 12.6,子張問「明」。子曰：「浸潤之譖，膚受之愬，不行焉，可謂明也已矣。浸潤之譖，膚受之愬，不行焉，可謂遠也已矣。」,Analects VI.6,"Tsze-chang asked what constituted intelligence. The Master said, ""He with whom neither slander that gradually soaks into the mind, nor statements that startle like a wound in the flesh, are successful, may be called intelligent indeed. Yea, he with whom neither soaking slander, nor startling statements, are successful, may be called farseeing."""
lunyu__book-12-yanyuan__007__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-12-yanyuan,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,7,論語 12.7,子貢問「政」。子曰：「足食，足兵，民信之矣。」子貢曰：「必不得已而去，於斯三者何先？」曰：「去兵。」子貢曰：「必不得已而去，於斯二者何先？」曰：「去食。自古皆有死，民無信不立。」,Analects VII.7,"Tsze-kung asked about government. The Master said, ""The requisites of government are that there be sufficiency of food, sufficiency of military equipment, and the confidence of the people in their ruler."" Tsze-kung said, ""If it cannot be helped, and one of these must be dispensed with, which of the three should be foregone first?"" ""The military equipment,"" said the Master. Tsze-kung again asked, ""If it cannot be helped, and one of the remaining two must be dispensed with, which of them should be foregone?"" The Master answered, ""Part with the food. From of old, death has been the lot of all men; but if the people have no faith in their rulers, there is no standing for the state."""
lunyu__book-12-yanyuan__008__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-12-yanyuan,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,8,論語 12.8,棘子成曰：「君子質而已矣，何以文爲？」子貢曰：「惜乎，夫子之說，君子也，駟不及舌！文猶質也，質猶文也；虎豹之鞹，猶犬羊之鞹。」,Analects VIII.8,"Chi Tsze-ch'ang said, ""In a superior man it is only the substantial qualities which are wanted;—why should we seek for ornamental accomplishments?"" Tsze-kung said, ""Alas! Your words, sir, show you to be a superior man, but four horses cannot overtake the tongue. Ornament is as substance; substance is as ornament. The hide of a tiger or a leopard stripped of its hair, is like the hide of a dog or a goat stripped of its hair."""
lunyu__book-12-yanyuan__009__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-12-yanyuan,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,9,論語 12.9,哀公問於有若曰：「年饑，用不足，如之何？」有若對曰：「盍徹乎？」曰：「二，吾猶不足，如之何其徹也？」對曰：「百姓足，君孰與不足？百姓不足，君孰與足！」,Analects IX.9,"The Duke Ai inquired of Yu Zo, saying, ""The year is one of scarcity, and the returns for expenditure are not sufficient;—what is to be done?"" Yu Zo replied to him, ""Why not simply tithe the people?"" ""With two tenths, said the duke, ""I find it not enough;—how could I do with that system of one tenth?"" Yu Zo answered, ""If the people have plenty, their prince will not be left to want alone. If the people are in want, their prince cannot enjoy plenty alone."""
lunyu__book-12-yanyuan__010__zhwikisource-20260529__legge-cc-v1-1893,lunyu,book-12-yanyuan,book,saying,saying,False,,1,1,exact_or_near_exact,0.99,10,論語 12.10,子張問「崇德，辨惑。」子曰：「主忠信，徙義：崇德也。愛之欲其生，惡之欲其死；既欲其生，又欲其死：是惑也。」（誠不以富，亦祇以異。）,Analects X.10,"Tsze-chang having asked how virtue was to be exalted, and delusions to be discovered, the Master said, ""Hold faithfulness and sincerity as first principles, and be moving continually to what is right;—this is the way to exalt one's virtue. ""You love a man and wish him to live; you hate him and wish him to die. Having wished him to live, you also wish him to die. This is a case of delusion. ""'It may not be on account of her being rich, yet you come to make a difference.'"""
