alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text
laozi-chapter-002__align-001,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,1,老子 2.1,天下皆知美之為美，,老子 2.1,"All in the world know the beauty of the beautiful, and in doing this they have (the idea of) what ugliness is;"
laozi-chapter-002__align-002,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,2,老子 2.2 - 老子 2.3,斯惡已。皆知善之為善，,老子 2.2,"they all know the skill of the skilful, and in doing this they have (the idea of) what the want of skill is."
laozi-chapter-002__align-003,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,4,老子 2.4 - 老子 2.5,斯不善已。故有無相生，,老子 2.3,So it is that existence and non-existence give birth the one to (the idea of) the other;
laozi-chapter-002__align-004,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,6,老子 2.6,難易相成，,老子 2.4,that difficulty and ease produce the one (the idea of) the other;
laozi-chapter-002__align-005,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,7,老子 2.7,長短相較，,老子 2.5,that length and shortness fashion out the one the figure of the other;
laozi-chapter-002__align-006,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,8,老子 2.8 - 老子 2.9,高下相傾，音聲相和，,老子 2.6,that (the ideas of) height and lowness arise from the contrast of the one with the other;
laozi-chapter-002__align-007,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,2,2,exact_or_near_exact,1.0,10,老子 2.10 - 老子 2.11,前後相隨。是以聖人處無為之事，,老子 2.7 - 老子 2.8,that the musical notes and tones become harmonious through the relation of one with another; and that being before and behind give the idea of one following another.
laozi-chapter-002__align-008,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,2,2,exact_or_near_exact,1.0,12,老子 2.12 - 老子 2.13,行不言之教；萬物作焉而不辭，,老子 2.9 - 老子 2.10,"Therefore the sage manages affairs without doing anything, and conveys his instructions without the use of speech. All things spring up, and there is not one which declines to show itself;"
laozi-chapter-002__align-009,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,14,老子 2.14,生而不有，,老子 2.11,"they grow, and there is no claim made for their ownership;"
laozi-chapter-002__align-010,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,15,老子 2.15,為而不恃，,老子 2.12,"they go through their processes, and there is no expectation (of a reward for the results)."
laozi-chapter-002__align-011,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,16,老子 2.16,功成而弗居。,老子 2.13,"The work is accomplished, and there is no resting in it (as an achievement)."
laozi-chapter-002__align-012,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,17,老子 2.17,夫唯弗居，,老子 2.14,"The work is done, but how no one can see;"
laozi-chapter-002__align-013,laozi,laozi-chapter-002,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,18,老子 2.18,是以不去。,老子 2.15,'Tis this that makes the power not cease to be.
