alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text,translation_text_raw,witness_repairs
laozi-chapter-055__align-001,laozi,laozi-chapter-055,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,1,老子 55.1 - 老子 55.2,含德之厚，比於赤子。,老子 55.1,He who has in himself abundantly the attributes (of the Dao) is like an infant.,He who has in himself abundantly the attributes (of the Dao) is like an infant.,[]
laozi-chapter-055__align-002,laozi,laozi-chapter-055,chapter,sentence,grouped,False,,1,2,exact_or_near_exact,1.0,3,老子 55.3,蜂蠆虺蛇不螫，,老子 55.2 - 老子 55.3,Poisonous insects will not sting him; fierce beasts will not seize him;,Poisonous insects will not sting him; fierce beasts will not seize him;,[]
laozi-chapter-055__align-003,laozi,laozi-chapter-055,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,4,老子 55.4,猛獸不據，,老子 55.4,birds of prey will not strike him.,birds of prey will not strike him.,[]
laozi-chapter-055__align-004,laozi,laozi-chapter-055,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,5,老子 55.5 - 老子 55.6,攫鳥不搏。骨弱筋柔而握固。,老子 55.5,"(The infant's) bones are weak and its sinews soft, but yet its grasp is firm.","(The infant's) bones are weak and its sinews soft, but yet its grasp is firm.",[]
laozi-chapter-055__align-005,laozi,laozi-chapter-055,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,7,老子 55.7,未知牝牡之合而全作，,老子 55.6,"It knows not yet the union of male and female, and yet its virile member may be excited;","It knows not yet the union of male and female, and yet its virile member may be excited;",[]
laozi-chapter-055__align-006,laozi,laozi-chapter-055,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,8,老子 55.8,精之至也。,老子 55.7,- showing the perfection of its physical essence.,- showing the perfection of its physical essence.,[]
laozi-chapter-055__align-007,laozi,laozi-chapter-055,chapter,sentence,grouped,False,,1,2,exact_or_near_exact,1.0,9,老子 55.9,終日號而不嗄，,老子 55.8 - 老子 55.9,All day long it will cry without its throat becoming hoarse; - showing the harmony (in its constitution).,All day long it will cry without its throat becoming hoarse; - showing the harmony (in its constitution).,[]
laozi-chapter-055__align-008,laozi,laozi-chapter-055,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,10,老子 55.10,和之至也。,老子 55.10,"To him by whom this harmony is known,","To him by whom this harmony is known,",[]
laozi-chapter-055__align-009,laozi,laozi-chapter-055,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,11,老子 55.11,知和曰常，,老子 55.11,"(The secret of) the unchanging (Dao) is shown,","(The secret of) the unchanging (Dao) is shown,",[]
laozi-chapter-055__align-010,laozi,laozi-chapter-055,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,12,老子 55.12,知常曰明。,老子 55.12,And in the knowledge wisdom finds its throne.,And in the knowledge wisdom finds its throne.,[]
laozi-chapter-055__align-011,laozi,laozi-chapter-055,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,13,老子 55.13,益生曰祥。,老子 55.13,All life-increasing arts to evil turn;,All life-increasing arts to evil turn;,[]
laozi-chapter-055__align-012,laozi,laozi-chapter-055,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,14,老子 55.14,心使氣曰強。,老子 55.14,"Where the mind makes the vital breath to burn,","Where the mind makes the vital breath to burn,",[]
laozi-chapter-055__align-013,laozi,laozi-chapter-055,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,15,老子 55.15 - 老子 55.16,物壯則老，謂之不道，,老子 55.15,"When things have become strong, they (then) become old, which may be said to be contrary to the Dao.","When things have become strong, they (then) become old, which may be said to be contrary to the Dao.",[]
laozi-chapter-055__align-014,laozi,laozi-chapter-055,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,17,老子 55.17,不道早已。,老子 55.16,Whatever is contrary to the Dao soon ends.,Whatever is contrary to the Dao soon ends.,[]
