alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text,translation_text_raw,witness_repairs
laozi-chapter-062__align-001,laozi,laozi-chapter-062,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,1,老子 62.1,道者萬物之奧。,老子 62.1,Dao has of all things the most honoured place.,Dao has of all things the most honoured place.,[]
laozi-chapter-062__align-002,laozi,laozi-chapter-062,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,2,老子 62.2,善人之寶，,老子 62.2,No treasures give good men so rich a grace;,No treasures give good men so rich a grace;,[]
laozi-chapter-062__align-003,laozi,laozi-chapter-062,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,3,老子 62.3,不善人之所保。,老子 62.3,"Bad men it guards, and doth their ill efface.","Bad men it guards, and doth their ill efface.",[]
laozi-chapter-062__align-004,laozi,laozi-chapter-062,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,4,老子 62.4,美言可以市，,老子 62.4,(Its) admirable words can purchase honour;,(Its) admirable words can purchase honour;,[]
laozi-chapter-062__align-005,laozi,laozi-chapter-062,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,5,老子 62.5,尊行可以加人。,老子 62.5,(its) admirable deeds can raise their performer above others.,(its) admirable deeds can raise their performer above others.,[]
laozi-chapter-062__align-006,laozi,laozi-chapter-062,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,6,老子 62.6 - 老子 62.7,人之不善，何棄之有？,老子 62.6,Even men who are not good are not abandoned by it.,Even men who are not good are not abandoned by it.,[]
laozi-chapter-062__align-007,laozi,laozi-chapter-062,chapter,sentence,grouped,False,,4,1,exact_or_near_exact,1.0,8,老子 62.8 - 老子 62.11,故立天子，置三公，雖有拱璧以先駟馬，不如坐進此道。,老子 62.7,"Therefore when the sovereign occupies his place as the Son of Heaven, and he has appointed his three ducal ministers, though (a prince) were to send in a round symbol-of-rank large enough to fill both the hands, and that as the precursor of the team of horses (in the court-yard), such an offering would not be equal to (a lesson of) this Dao, which one might present on his knees.","Therefore when the sovereign occupies his place as the Son of Heaven, and he has appointed his three ducal ministers, though (a prince) were to send in a round symbol-of-rank large enough to fill both the hands, and that as the precursor of the team of horses (in the court-yard), such an offering would not be equal to (a lesson of) this Dao, which one might present on his knees.",[]
laozi-chapter-062__align-008,laozi,laozi-chapter-062,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,12,老子 62.12,古之所以貴此道者何？,老子 62.8,Why was it that the ancients prized this Dao so much?,Why was it that the ancients prized this Dao so much?,[]
laozi-chapter-062__align-009,laozi,laozi-chapter-062,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,13,老子 62.13 - 老子 62.14,不曰以求得，有罪以免邪？,老子 62.9,"Was it not because it could be got by seeking for it, and the guilty could escape (from the stain of their guilt) by it?","Was it not because it could be got by seeking for it, and the guilty could escape (from the stain of their guilt) by it?",[]
laozi-chapter-062__align-010,laozi,laozi-chapter-062,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,15,老子 62.15,故為天下貴。,老子 62.10,This is the reason why all under heaven consider it the most valuable thing.,This is the reason why all under heaven consider it the most valuable thing.,[]
