alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text,translation_text_raw,witness_repairs
laozi-chapter-073__align-001,laozi,laozi-chapter-073,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,1,老子 73.1,勇於敢則殺，,老子 73.1,"He whose boldness appears in his daring (to do wrong, in defiance of the laws) is put to death;","He whose boldness appears in his daring (to do wrong, in defiance of the laws) is put to death;",[]
laozi-chapter-073__align-002,laozi,laozi-chapter-073,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,2,老子 73.2,勇於不敢則活。,老子 73.2,he whose boldness appears in his not daring (to do so) lives on.,he whose boldness appears in his not daring (to do so) lives on.,[]
laozi-chapter-073__align-003,laozi,laozi-chapter-073,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,3,老子 73.3 - 老子 73.4,此兩者，或利或害。,老子 73.3,"Of these two cases the one appears to be advantageous, and the other to be injurious.","Of these two cases the one appears to be advantageous, and the other to be injurious.",[]
laozi-chapter-073__align-004,laozi,laozi-chapter-073,chapter,sentence,grouped,False,,1,2,exact_or_near_exact,1.0,5,老子 73.5,天之所惡，,老子 73.4 - 老子 73.5,"But When Heaven's anger smites a man,","But When Heaven's anger smites a man,",[]
laozi-chapter-073__align-005,laozi,laozi-chapter-073,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,6,老子 73.6,孰知其故？,老子 73.6,Who the cause shall truly scan?,Who the cause shall truly scan?,[]
laozi-chapter-073__align-006,laozi,laozi-chapter-073,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,7,老子 73.7,是以聖人猶難之。,老子 73.7,On this account the sage feels a difficulty (as to what to do in the former case).,On this account the sage feels a difficulty (as to what to do in the former case).,[]
laozi-chapter-073__align-007,laozi,laozi-chapter-073,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,8,老子 73.8 - 老子 73.9,天之道，不爭而善勝，,老子 73.8,"It is the way of Heaven not to strive, and yet it skilfully overcomes;","It is the way of Heaven not to strive, and yet it skilfully overcomes;",[]
laozi-chapter-073__align-008,laozi,laozi-chapter-073,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,10,老子 73.10,不言而善應，,老子 73.9,"not to speak, and yet it is skilful in (obtaining a reply);","not to speak, and yet it is skilful in (obtaining a reply);",[]
laozi-chapter-073__align-009,laozi,laozi-chapter-073,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,11,老子 73.11,不召而自來，,老子 73.10,"does not call, and yet men come to it of themselves.","does not call, and yet men come to it of themselves.",[]
laozi-chapter-073__align-010,laozi,laozi-chapter-073,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,12,老子 73.12,繟然而善謀。,老子 73.11,"Its demonstrations are quiet, and yet its plans are skilful and effective.","Its demonstrations are quiet, and yet its plans are skilful and effective.",[]
laozi-chapter-073__align-011,laozi,laozi-chapter-073,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,13,老子 73.13,天網恢恢，,老子 73.12,The meshes of the net of Heaven are large;,The meshes of the net of Heaven are large;,[]
laozi-chapter-073__align-012,laozi,laozi-chapter-073,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,14,老子 73.14,疏而不失。,老子 73.13,"far apart, but letting nothing escape.","far apart, but letting nothing escape.",[]
