alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text
shangshu-001-yu-shu-canon-of-yao__alignment-001,shangshu,shangshu-001-yu-shu-canon-of-yao,section,block,block,False,,1,1,exact_or_near_exact,1.0,1,尚書·虞書 堯典 [1],昔在帝堯，聰明文思，光宅天下，將遜于位，讓于虞舜，作《堯典》。曰若稽古帝堯，曰放勳，欽、明、文、思、安安，允恭克讓，光被四表，格于上下。克明俊德，以親九族。九族既睦，平章百姓。百姓昭明，協和萬邦。黎民於變時雍。乃命羲和，欽若昊天，曆象日月星辰，敬授人時。分命羲仲，宅嵎夷，曰暘谷。寅賓出日，平秩東作。日中，星鳥，以殷仲春。厥民析，鳥獸孳尾。,尚書·虞書 堯典 [1],"1. Examining into antiquity, (we find that) the Tî Yâo was styled Fang-hsün. He was reverential, intelligent, accomplished, and thoughtful,—naturally and without effort. He was sincerely courteous, and capable of (all) complaisance. The bright (influence of these qualities) was felt through the four quarters (of the land), and reached to (heaven) above and (earth) beneath. He made the able and virtuous distinguished, and thence proceeded to the love of (all in) the nine classes of his kindred, who (thus) became harmonious. He (also) regulated and polished the people (of his domain), who all became brightly intelligent. (Finally), he united and harmonized the myriad states; and so the black-haired people were transformed. The result was (universal) concord. 2. He commanded the Hsîs and Hos, in reverent accordance with (their observation of) the wide heavens, to calculate and delineate (the movements and appearances of) the sun, the moon, the stars, and the zodiacal spaces, and so to deliver respectfully the seasons to be observed by the people. He separately commanded the second brother Hsî to reside at Yü-î, in what was called the Bright Valley, and (there) respectfully to receive as a guest the rising sun, and to adjust and arrange the labours of the spring. 'The day,' (said he), 'is of the medium length, and the star is in Niâo;—you may thus exactly determine mid-spring. The people are dispersed (in the fields), and birds and beasts breed and copulate.'"
shangshu-001-yu-shu-canon-of-yao__alignment-002,shangshu,shangshu-001-yu-shu-canon-of-yao,section,block,block,False,,1,1,exact_or_near_exact,1.0,2,尚書·虞書 堯典 [2],申命羲叔，宅南交。平秩南訛，敬致。日永，星火，以正仲夏。厥民因，鳥獸希革。,尚書·虞書 堯典 [2],"He further commanded the third brother Hsî to reside at Nan-kiâo, (in what was called the Brilliant Capital), to adjust and arrange the transformations of the summer, and respectfully to observe the exact limit (of the shadow). 'The day,' (said he), 'is at its longest, and the star is in Hwo;—you may thus exactly determine mid-summer. The people are more dispersed; and birds and beasts have their feathers and hair thin, and change their coats.'"
shangshu-001-yu-shu-canon-of-yao__alignment-003,shangshu,shangshu-001-yu-shu-canon-of-yao,section,block,block,False,,1,1,exact_or_near_exact,1.0,3,尚書·虞書 堯典 [3],分命和仲，宅西，曰昧谷。寅餞納日，平秩西成。宵中，星虛，以殷仲秋。厥民夷，鳥獸毛毨。,尚書·虞書 堯典 [3],"He separately commanded the second brother Ho to reside at the west, in what was called the Dark Valley, and (there) respectfully to convoy the setting sun, and to adjust and arrange the completing labours of the autumn. 'The night,' (said he), 'is of the medium length, and the star is in Hsü;—you may thus exactly determine mid-autumn. The people feel at ease, and birds and beasts have their coats in good condition.'"
shangshu-001-yu-shu-canon-of-yao__alignment-004,shangshu,shangshu-001-yu-shu-canon-of-yao,section,block,block,False,,1,1,exact_or_near_exact,1.0,4,尚書·虞書 堯典 [4],申命和叔，宅朔方，曰幽都。平在朔易。日短，星昴，以正仲冬。厥民隩，鳥獸氄毛。,尚書·虞書 堯典 [4],"He further commanded the third brother Ho to reside in the northern region, in what was called the Sombre Capital, and (there) to adjust and examine the changes of the winter.' The day,' (said he), 'is at its shortest, and the star is in Mâo;—you may thus exactly determine mid-winter. The people keep in their houses, and the coats of birds and beasts are downy and thick.'"
shangshu-001-yu-shu-canon-of-yao__alignment-005,shangshu,shangshu-001-yu-shu-canon-of-yao,section,block,block,False,,1,1,exact_or_near_exact,1.0,5,尚書·虞書 堯典 [5],帝曰：「咨！汝羲暨和。朞三百有六旬有六日，以閏月定四時，成歲。允釐百工，庶績咸熙。」,尚書·虞書 堯典 [5],"The Tî said, 'Ah! you, Hsîs and Hos, a round year consists of three hundred, sixty, and six days. Do you, by means of the intercalary month, fix the four seasons, and complete (the period of) the year. (Thereafter), the various officers being regulated in accordance with this, all the works (of the year) will be fully performed.'"
shangshu-001-yu-shu-canon-of-yao__alignment-006,shangshu,shangshu-001-yu-shu-canon-of-yao,section,block,block,False,,1,1,exact_or_near_exact,1.0,6,尚書·虞書 堯典 [6],帝曰：「疇咨若時登庸？」放齊曰：「胤子朱啟明。」帝曰：「吁！嚚訟可乎？」帝曰：「疇咨若予采？」驩兜曰：「都！共工方鳩僝功。」帝曰：「吁！靜言庸違，象恭滔天。」,尚書·虞書 堯典 [6],"3. The Tî said, 'Who will search out (for me) a man according to the times, whom I can raise and employ?' Fang-khî said, '(Your) heir-son Kû is highly intelligent.' The Tî said, 'Alas! he is insincere and quarrelsome:—can he do?' The Tî said, 'Who will search out (for me) a man equal to the exigency of my affairs?' Hwan-tâu said, 'Oh! the merits of the Minister of Works have just been displayed on a wide scale.' The Tî said, 'Alas! when all is quiet, he talks; but when employed, his actions turn out differently. He is respectful (only) in appearance. See! the floods assail the heavens!'"
shangshu-001-yu-shu-canon-of-yao__alignment-007,shangshu,shangshu-001-yu-shu-canon-of-yao,section,block,block,False,,1,1,exact_or_near_exact,1.0,7,尚書·虞書 堯典 [7],帝曰：「咨！四岳，湯湯洪水方割，蕩蕩懷山襄陵，浩浩滔天。下民其咨，有能俾乂？」僉曰：「於！鯀哉。」帝曰：「吁！咈哉，方命圮族。」岳曰：「异哉！試可乃已。」帝曰，「往，欽哉！」九載，績用弗成。,尚書·虞書 堯典 [7],"The Tî said, 'Ho! (President of) the Four Mountains, destructive in their overflow are the waters of the inundation. In their vast extent they embrace the hills and overtop the great heights, threatening the heavens with their floods, so that the lower people groan and murmur! Is there a capable man to whom I can assign the correction (of this calamity)?' All (in the court) said, 'Ah! is there not Khwǎn?' The Tî said, 'Alas! how perverse is he! He is disobedient to orders, and tries to injure his peers.' (The President of) the Mountains said, 'Well but—. Try if he can (accomplish the work).' (Khwǎn) was employed accordingly. The Tî said (to him), 'Go; and be reverent!' For nine years he laboured, but the work was unaccomplished."
shangshu-001-yu-shu-canon-of-yao__alignment-008,shangshu,shangshu-001-yu-shu-canon-of-yao,section,block,block,False,,1,1,exact_or_near_exact,1.0,8,尚書·虞書 堯典 [8],帝曰：「咨！四岳。朕在位七十載，汝能庸命，巽朕位？」岳曰：「否德忝帝位。」曰：「明明揚側陋。」師錫帝曰：「有鰥在下，曰虞舜。」帝曰：「俞？予聞，如何？」岳曰：「瞽子，父頑，母嚚，象傲；克諧以孝，烝烝乂，不格姦。」帝曰：「我其試哉！女于時，觀厥刑于二女。」釐降二女于媯汭，嬪于虞。帝曰：「欽哉！」,尚書·虞書 堯典 [8],"The Tî said, 'Ho! (President of) the Four Mountains, I have been on the throne seventy years. You can carry out my commands; I will resign my place to you.' The Chief said, 'I have not the virtue;—I should disgrace your place.' (The Tî) said, 'Show me some one among the illustrious, or set forth one from among the poor and mean.' All (then) said to the Tî, 'There is an unmarried man among the lower people, called Shun of Yü.' The Tî said, 'Yes, I have heard of him. What have you to say about him?' The Chief said, 'He is the son of a blind man. His father was obstinately unprincipled; his (step-)mother was insincere; his (half-)brother Hsiang was arrogant. He has been able, (however), by his filial piety to live in harmony with them, and to lead them gradually to self-government, so that they (no longer) proceed to great wickedness.' The Tî said, 'I will try him; I will wive him, and thereby see his behaviour with my two daughters.' (Accordingly) he arranged and sent down his two daughters to the north of the Kwei, to be wives in (the family of) Yü. The Tî said to them, 'Be reverent!'"
shangshu-003-yu-shu-canon-of-shun__alignment-001,shangshu,shangshu-003-yu-shu-canon-of-shun,section,block,grouped,False,,4,2,exact_or_near_exact,1.0,1,尚書·虞書 舜典 [1] - 尚書·虞書 舜典 [4],虞舜側微。堯聞之聰明。將使嗣位。歷試諸難。作《舜典》。曰若稽古帝舜，曰重華協于帝。濬哲文明，溫恭允塞，玄德升聞，乃命以位。慎徽五典，五典克從；納于百揆，百揆時敘；賓于四門，四門穆穆；納于大麓，烈風雷雨弗迷。帝曰：「格！汝舜。詢事考言，乃言厎可績，三載。汝陟帝位。」舜讓于德，弗嗣。正月上日，受終于文祖。在璿璣玉衡，以齊七政。肆類于上帝，禋于六宗，望于山川，徧于群神。輯五瑞。既月乃日，覲四岳群牧，班瑞于群后。,尚書·虞書 舜典 [1] - 尚書·虞書 舜典 [2],"1. Examining into antiquity, (we find that) the Tî Shun was styled Khung-hwâ. His character was entirely conformed to (that of) the (former) Tî; he was profound, wise, accomplished, and intelligent. He was mild and courteous, and truly sincere. The report of his mysterious virtue was heard on high, and he was appointed to office. 2. (Shun) carefully set forth the beauty of the five cardinal duties, and they came to be (universally) observed. Being appointed to be General Regulator, the affairs of every (official) department were arranged in their proper seasons. (Being charged) to receive (the princes) from the four quarters of the land, they were all docilely submissive. Being sent to the great plains at the foot of the mountains, notwithstanding the tempests of wind, thunder, and rain, he did not go astray."
shangshu-003-yu-shu-canon-of-shun__alignment-002,shangshu,shangshu-003-yu-shu-canon-of-shun,section,block,grouped,False,,6,16,exact_or_near_exact,1.0,5,尚書·虞書 舜典 [5] - 尚書·虞書 舜典 [10],歲二月，東巡守，至于岱宗，柴。望秩于山川，肆覲東后。協時月正日，同律度量衡。修五禮、五玉、三帛、二生、一死贄。如五器，卒乃復。五月南巡守，至于南岳，如岱禮。八月西巡守，至于西岳，如初。十有一月朔巡守，至于北岳，如西禮。歸，格于藝祖，用特。五載一巡守，群后四朝。敷奏以言，明試以功，車服以庸。肇十有二州，封十有二山，濬川。象以典刑，流宥五刑，鞭作官刑，扑作教刑，金作贖刑。眚災肆赦，怙終賊刑。欽哉，欽哉，惟刑之恤哉！流共工于幽洲，放驩兜于崇山，竄三苗于三危，殛鯀于羽山，四罪而天下咸服。二十有八載，帝乃殂落。百姓如喪考妣，三載，四海遏密八音。月正元日，舜格于文祖，詢于四岳，闢四門，明四目，達四聰。「咨，十有二牧！」曰，「食哉惟時！柔遠能邇，惇德允元，而難任人，蠻夷率服。」舜曰：「咨，四岳！有能奮庸熙帝之載，使宅百揆亮采，惠疇？」僉曰：「伯禹作司空。」帝曰：「俞，咨！禹，汝平水土，惟時懋哉！」禹拜稽首，讓于稷、契暨皋陶。帝曰：「俞，汝往哉！」,尚書·虞書 舜典 [3] - 尚書·虞書 舜典 [18],"The Tî said, 'Come, you Shun. I have consulted you on (all) affairs, and examined your words, and found that they can be carried into practice;—(now) for three years. Do you ascend the seat of the Tî.' Shun wished to decline in favour of some one more virtuous, and not to consent to be (Yâo's) successor. On the first day of the first month, (however), he received (Yâo's) retirement (from his duties) in the temple of the Accomplished Ancestor. 3. He examined the pearl-adorned turning sphere, with its transverse tube of jade, and reduced to a harmonious system (the movements of) the Seven Directors. Thereafter, he sacrificed specially, but with the ordinary forms, to God; sacrificed with reverent purity to the Six Honoured Ones; offered their appropriate sacrifices to the hills and rivers; and extended his worship to the host of spirits. He called in (all) the five jade-symbols of rank; and when the month was over, he gave daily audience to (the President of) the Four Mountains, and all the Pastors, (finally) returning their symbols to the various princes. In the second month of the year he made a tour of inspection eastwards, as far as Thâi-zung, where he presented a burnt-offering to Heaven, and sacrificed in order to the hills and rivers. Thereafter he gave audience to the princes of the east. He set in accord their seasons and months, and regulated the days; he made uniform the standard-tubes, with the measures of length and of capacity, and the steel-yards; he regulated the five (classes of) ceremonies, with (the various) articles of introduction,—the five symbols of jade, the three kinds of silk, the two living (animals) and the one dead one. As to the five instruments of rank, when all was over, he returned them. In the fifth month he made a similar tour southwards, as far as the mountain of the south, where he observed the same ceremonies as at Thâi. In the eighth month he made a tour westwards, as far as the mountain of the west, where he did as before. In the eleventh month he made a tour northwards, as far as the mountain of the north 8], where he observed the same ceremonies as in the west. He (then) returned (to the capital), went to (the temple of) the Cultivated Ancestor, and sacrificed a single bull. In five years there was one tour of inspection, and there were four appearances of the princes at court. They gave a report (of their government) in words, which was clearly tested by their works. They received chariots and robes according to their merits. He instituted the division (of the land) into twelve provinces, raising altars upon twelve hills in them. He (also) deepened the rivers. He exhibited (to the people) the statutory punishments, enacting banishment as a mitigation of the five (great) inflictions; with the whip to be employed in the magistrates' courts, the stick to be employed in schools, and money to be received for redeemable offences. Inadvertent offences and those which could be ascribed to misfortune were to be pardoned, but those who transgressed presumptuously and repeatedly were to be punished with death. 'Let me be reverent! Let me be reverent!' (he said to himself.) 'Let compassion rule in punishment!' He banished the Minister of Works to Yû island; confined Hwân-tau on mount Khung; drove (the chief of) San-miâo (and his people) into San-wei, and kept them there; and held Khwăn a prisoner till death on mount Yü. These four criminals being thus dealt with, all under heaven acknowledged the justice (of Shun's administration)1. 4. After twenty-eight years the Tî deceased, when the people mourned for him as for a parent for three years. Within the four seas all the eight kinds of instruments of music were stopped and hushed. On the first day of the first month (of the) next year, Shun went to (the temple of) the Accomplished Ancestor. 5. He deliberated with (the President of) the Four Mountains how to throw open the doors (of communication between himself and the) four (quarters of the land), and how he could see with the eyes, and hear with the ears of all. He consulted with the twelve Pastors, and said to them, 'The food!—it depends on observing the seasons. Be kind to the distant, and cultivate the ability of the near. Give honour to the virtuous, and your confidence to the good, while you discountenance the artful;—so shall the barbarous tribes lead on one another to make their submission.' Shun said, 'Ho! (President of) the Four Mountains, is there any one who can with vigorous service attend to all the affairs of the Tî, whom I may appoint to be General Regulator, to assist me in (all) affairs, managing each department according to its nature?' All (in the court) replied, 'There is Po-yü, the Minister of Works.' The Tî said, 'Yes. Ho! Yü, you have regulated the water and the land. In this (new office) exert yourself.' Yü did obeisance with his head to the ground, and wished to decline in favour of the Minister of Agriculture, or Hsieh, or Kâo-yâo. The Tî said, 'Yes, but do you go (and undertake the duties).' The Tî said, 'Khî, the black-haired people are (still) suffering from famine. Do you, O prince, as Minister of Agriculture, (continue to) sow (for them) the various kinds of grain.' The Tî said, 'Hsieh, the people are (still) wanting in affection for one another, and do not docilely observe the five orders of relationship. It is yours, as the Minister of Instruction, reverently to set forth the lessons of duty belonging to those five orders. Do so with gentleness.' The Tî said, 'Kâo-yâo, the barbarous tribes trouble our great land. There are (also) robbers, murderers, insurgents, and traitors. It is yours, as the Minister of Crime, to use the five punishments to deal with their offences. For the infliction of these there are the three appointed places. There are the five cases in which banishment in the appropriate places is to be resorted to, to which places, though five, three localities are assigned. Perform your duties with intelligence, and you will secure a sincere (submission).'"
