alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text,translation_text_raw,witness_repairs
laozi-chapter-056__align-001,laozi,laozi-chapter-056,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,1,老子 56.1 - 老子 56.2,知者不言，言者不知。,老子 56.1,He who knows (the Dao) does not (care to) speak (about it);,He who knows (the Dao) does not (care to) speak (about it);,[]
laozi-chapter-056__align-002,laozi,laozi-chapter-056,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,3,老子 56.3 - 老子 56.4,塞其兌，閉其門，,老子 56.2,he who is (ever ready to) speak about it does not know it.,he who is (ever ready to) speak about it does not know it.,[]
laozi-chapter-056__align-003,laozi,laozi-chapter-056,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,1.0,5,老子 56.5 - 老子 56.7,挫其銳，解其分，和其光，,老子 56.3,He (who knows it) will keep his mouth shut and close the portals (of his nostrils).,He (who knows it) will keep his mouth shut and close the portals (of his nostrils).,[]
laozi-chapter-056__align-004,laozi,laozi-chapter-056,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,8,老子 56.8 - 老子 56.9,同其塵，是謂玄同。,老子 56.4,He will blunt his sharp points and unravel the complications of things;,He will blunt his sharp points and unravel the complications of things;,[]
laozi-chapter-056__align-005,laozi,laozi-chapter-056,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,10,老子 56.10 - 老子 56.11,故不可得而親，不可得而疏；,老子 56.5,"he will attemper his brightness, and bring himself into agreement with the obscurity (of others).","he will attemper his brightness, and bring himself into agreement with the obscurity (of others).",[]
laozi-chapter-056__align-006,laozi,laozi-chapter-056,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,12,老子 56.12,不可得而利，,老子 56.6,This is called 'the Mysterious Agreement.',This is called 'the Mysterious Agreement.',[]
laozi-chapter-056__align-007,laozi,laozi-chapter-056,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,13,老子 56.13,不可得而害；,老子 56.7,(Such an one) cannot be treated familiarly or distantly;,(Such an one) cannot be treated familiarly or distantly;,[]
laozi-chapter-056__align-008,laozi,laozi-chapter-056,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,14,老子 56.14,不可得而貴，,老子 56.8,he is beyond all consideration of profit or injury;,he is beyond all consideration of profit or injury;,[]
laozi-chapter-056__align-009,laozi,laozi-chapter-056,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,15,老子 56.15,不可得而賤。,老子 56.9,beyond all consideration of nobility or meanness:,beyond all consideration of nobility or meanness:,[]
laozi-chapter-056__align-010,laozi,laozi-chapter-056,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,16,老子 56.16,故為天下貴。,老子 56.10,- he is the noblest man under heaven.,- he is the noblest man under heaven.,[]
