alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text
mozi-038-esteem-for-righteousness__align-0001,mozi,mozi-038-esteem-for-righteousness,chapter,sentence,grouped,False,,5,5,exact_or_near_exact,0.93,1,38.1 - 38.5,子墨子曰：「萬事莫貴於義。今謂人曰：『予子冠履，而斷子之手足，子為之乎？』必不為。,38.1 - 38.5,"dressing Mm for burial. He climbs on tbe roof, looks into tbe well, readies into tbe rat holes, and searches in the washing basins to look for the dead man. Assuming that the man still exists this procedure is certainly stupid. If he does not exist this insistent search is the height of hypocrisy. When a Oonfucianist takes a wife, he has to escort her in person, dressed in ceremonial garments as a servant."
mozi-038-esteem-for-righteousness__align-0002,mozi,mozi-038-esteem-for-righteousness,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,6,38.6 - 38.7,何故？則冠履不若手足之貴也。,38.6,"He drives the cart himself, as if waiting on a revered parent."
mozi-038-esteem-for-righteousness__align-0003,mozi,mozi-038-esteem-for-righteousness,chapter,sentence,grouped,False,,5,1,exact_or_near_exact,0.93,8,38.8 - 38.12,又曰：『予子天下，而殺子之身，子為之乎？』必不為。何故？則天下不若身之貴也。,38.7,"The dignity and solemnity of , the marriage ceremony compare with that of sacrifice and worship."
mozi-038-esteem-for-righteousness__align-0004,mozi,mozi-038-esteem-for-righteousness,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,0.93,13,38.13,爭一言以相殺，是貴義於其身也。,38.8,High and low are turned upside down.
mozi-038-esteem-for-righteousness__align-0005,mozi,mozi-038-esteem-for-righteousness,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,0.93,14,38.14 - 38.15,故曰：萬事莫貴於義也。,38.9,Father and mother are disobeyed.
mozi-038-esteem-for-righteousness__align-0006,mozi,mozi-038-esteem-for-righteousness,chapter,sentence,grouped,False,,4,6,exact_or_near_exact,0.93,16,38.16 - 38.19,」子墨子自魯即齊，過故人，謂子墨子曰：「今天下莫為義，子獨自苦而為義，子不若已。」子墨子曰：,38.10 - 38.15,"Parents are brought down to the level of the wife and the wife is exalted to interfere with service to parents. Can such conduct be called filial ? The Oonfucianist tells us : A wife is taken to share in continuing the worship and sacrifice (to ancestors) and the son will attend to the ancestral temple, therefore they are highly regarded.'"" We answer him : This is all false representation. For, his brothers attend to the ancestral temple for tens of years. Yet when they die he will momn for them only one year. The brothers’ wives continue the worship and sacrifice of his ancestors."
mozi-038-esteem-for-righteousness__align-0007,mozi,mozi-038-esteem-for-righteousness,chapter,sentence,grouped,False,,6,6,exact_or_near_exact,0.93,20,38.20 - 38.25,「今有人於此，有子十人，一人耕而九人處，則耕者不可以不益急矣。何故？則食者眾而耕者寡也。今天下莫為義，則子如勸我者也，何故止我？」子墨子南遊於楚，見楚獻惠王，獻惠王以老辭，使穆賀見子墨子。,38.16 - 38.21,"Yet, there is no mourning (upon their death) whatsoever. Then the three years’ mourning for the death of his wife and eldest son is evidently not for the reason of their attending to the ancestral temple and continuing the worship and sacrifice. Now, to be partial to one’s wife and son is already quite wayward. Yet the Oonfucianist pretends it to be for the sake of the in YiLi. • f’ H ’ V i, THE WOEKS OF MOTSl parents. TMs is partiality to the most favourite but neglect of the most important."
mozi-038-esteem-for-righteousness__align-0008,mozi,mozi-038-esteem-for-righteousness,chapter,sentence,grouped,False,,4,2,exact_or_near_exact,0.93,26,38.26 - 38.29,子墨子說穆賀，穆賀大說，謂子墨子曰：「子之言則成善矣，而君王天下之大王也，毋乃曰『賤人之所為』，而不用乎？」子墨子曰：「唯其可行。,38.22 - 38.23,"Isn’t this great perversity ? Further, he holds tenaciously to the dogma of fate and argues : '' Old age or early death, poverty or wealth, safety or danger, order or chaos are destined by the fate of Heaven and cannot be modified."
mozi-038-esteem-for-righteousness__align-0009,mozi,mozi-038-esteem-for-righteousness,chapter,sentence,grouped,False,,5,6,exact_or_near_exact,0.93,30,38.30 - 38.34,譬若藥然，草之本，天子食之以順其疾，豈曰『一草之本』而不食哉？今農夫入其稅於大人，大人為酒醴粢盛，以祭上帝鬼神，豈曰『賤人之所為』而不享哉？故雖賤人也，上比之農，下比之藥，曾不若一草之本乎？且主君亦嘗聞湯之說乎？昔者湯將往見伊尹，令彭氏之子御，彭氏之子半道而問曰：,38.24 - 38.29,"Failure or success, reward or punishment, luck or adversity, are all settled ; the wisdom and power of man can do nothing.” When the different officers believe this they will neglect their several duties. When the common people believe this they will neglect their work. Lax government will lead to disorder ; inefficient agriculture will lead to poverty. And poverty is the root of disorder and insurrections. Yet the Confucianists take this teaching about fate to be the Tao and the principle of life. This is to destroy the people of the empire."
mozi-038-esteem-for-righteousness__align-0010,mozi,mozi-038-esteem-for-righteousness,chapter,sentence,grouped,False,,5,1,exact_or_near_exact,0.93,35,38.35 - 38.39,『君將何之？』湯曰：『將往見伊尹。』彭氏之子曰：『伊尹，天下之賤人也。,38.30,"Moreover, the Confucianist glosses over the elaborate ceremonials and music to make man extravagant ; he extends mourning and pretends grief to cheat his parents."
