alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text
laozi-chapter-054__align-001,laozi,laozi-chapter-054,chapter,sentence,grouped,False,,1,2,exact_or_near_exact,1.0,1,老子 54.1,善建者不拔，,老子 54.1 - 老子 54.2,What (Dao's) skilful planter plants Can never be uptorn;
laozi-chapter-054__align-002,laozi,laozi-chapter-054,chapter,sentence,grouped,False,,1,2,exact_or_near_exact,1.0,2,老子 54.2,善抱者不脫，,老子 54.3 - 老子 54.4,"What his skilful arms enfold, From him can never be borne."
laozi-chapter-054__align-003,laozi,laozi-chapter-054,chapter,sentence,grouped,False,,1,2,exact_or_near_exact,1.0,3,老子 54.3,子孫以祭祀不輟。,老子 54.5 - 老子 54.6,"Sons shall bring in lengthening line, Sacrifices to his shrine."
laozi-chapter-054__align-004,laozi,laozi-chapter-054,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,4,老子 54.4,修之於身，,老子 54.7,"Dao when nursed within one's self,"
laozi-chapter-054__align-005,laozi,laozi-chapter-054,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,5,老子 54.5,其德乃真；,老子 54.8,His vigour will make true;
laozi-chapter-054__align-006,laozi,laozi-chapter-054,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,6,老子 54.6,修之於家，,老子 54.9,And where the family it rules
laozi-chapter-054__align-007,laozi,laozi-chapter-054,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,7,老子 54.7,其德乃餘；,老子 54.10,What riches will accrue!
laozi-chapter-054__align-008,laozi,laozi-chapter-054,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,8,老子 54.8,修之於鄉，,老子 54.11,The neighbourhood where it prevails
laozi-chapter-054__align-009,laozi,laozi-chapter-054,chapter,sentence,grouped,False,,2,2,exact_or_near_exact,1.0,9,老子 54.9 - 老子 54.10,其德乃長；修之於國，,老子 54.12 - 老子 54.13,"In thriving will abound; And when 'tis seen throughout the state,"
laozi-chapter-054__align-010,laozi,laozi-chapter-054,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,11,老子 54.11,其德乃豐；,老子 54.14,Good fortune will be found.
laozi-chapter-054__align-011,laozi,laozi-chapter-054,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,12,老子 54.12,修之於天下，,老子 54.15,"Employ it the kingdom o'er,"
laozi-chapter-054__align-012,laozi,laozi-chapter-054,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,13,老子 54.13,其德乃普。,老子 54.16,And men thrive all around.
laozi-chapter-054__align-013,laozi,laozi-chapter-054,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,14,老子 54.14 - 老子 54.15,故以身觀身，以家觀家，,老子 54.17,"In this way the effect will be seen in the person, by the observation of different cases;"
laozi-chapter-054__align-014,laozi,laozi-chapter-054,chapter,sentence,grouped,False,,1,2,exact_or_near_exact,1.0,16,老子 54.16,以鄉觀鄉，,老子 54.18 - 老子 54.19,in the family; in the neighbourhood;
laozi-chapter-054__align-015,laozi,laozi-chapter-054,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,17,老子 54.17,以國觀國，,老子 54.20,in the state; and in the kingdom.
laozi-chapter-054__align-016,laozi,laozi-chapter-054,chapter,sentence,grouped,False,,3,2,exact_or_near_exact,1.0,18,老子 54.18 - 老子 54.20,以天下觀天下。吾何以知天下然哉？以此。,老子 54.21 - 老子 54.22,How do I know that this effect is sure to hold thus all under the sky? By this (method of observation).
