alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text,translation_text_raw,witness_repairs
laozi-chapter-077__align-001,laozi,laozi-chapter-077,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,1,老子 77.1 - 老子 77.2,天之道，其猶張弓與？,老子 77.1,May not the Way (or Dao) of Heaven be compared to the (method of) bending a bow?,May not the Way (or Dao) of Heaven be compared to the (method of) bending a bow?,[]
laozi-chapter-077__align-002,laozi,laozi-chapter-077,chapter,sentence,grouped,False,,3,1,exact_or_near_exact,1.0,3,老子 77.3 - 老子 77.5,高者抑之，下者舉之；有餘者損之，,老子 77.2,"The (part of the bow) which was high is brought low, and what was low is raised up.","The (part of the bow) which was high is brought low, and what was low is raised up.",[]
laozi-chapter-077__align-003,laozi,laozi-chapter-077,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,6,老子 77.6 - 老子 77.7,不足者補之。天之道，,老子 77.3,"(So Heaven) diminishes where there is superabundance, and supplements where there is deficiency.","(So Heaven) diminishes where there is superabundance, and supplements where there is deficiency.",[]
laozi-chapter-077__align-004,laozi,laozi-chapter-077,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,8,老子 77.8,損有餘而補不足。,老子 77.4,"It is the Way of Heaven to diminish superabundance, and to supplement deficiency.","It is the Way of Heaven to diminish superabundance, and to supplement deficiency.",[]
laozi-chapter-077__align-005,laozi,laozi-chapter-077,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,9,老子 77.9,人之道則不然，,老子 77.5,It is not so with the way of man.,It is not so with the way of man.,[]
laozi-chapter-077__align-006,laozi,laozi-chapter-077,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,10,老子 77.10,損不足以奉有餘。,老子 77.6,He takes away from those who have not enough to add to his own superabundance.,He takes away from those who have not enough to add to his own superabundance.,[]
laozi-chapter-077__align-007,laozi,laozi-chapter-077,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,11,老子 77.11,孰能有餘以奉天下？,老子 77.7,Who can take his own superabundance and therewith serve all under heaven?,Who can take his own superabundance and therewith serve all under heaven?,[]
laozi-chapter-077__align-008,laozi,laozi-chapter-077,chapter,sentence,grouped,False,,2,2,exact_or_near_exact,1.0,12,老子 77.12 - 老子 77.13,唯有道者。是以聖人為而不恃，,老子 77.8 - 老子 77.9,Only he who is in possession of the Dao! Therefore the (ruling) sage acts without claiming the results as his;,Only he who is in possession of the Dao! Therefore the (ruling) sage acts without claiming the results as his;,[]
laozi-chapter-077__align-009,laozi,laozi-chapter-077,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,14,老子 77.14,功成而不處，,老子 77.10,he achieves his merit and does not rest (arrogantly) in it:,he achieves his merit and does not rest (arrogantly) in it:,[]
laozi-chapter-077__align-010,laozi,laozi-chapter-077,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,15,老子 77.15,其不欲見賢。,老子 77.11,- he does not wish to display his superiority.,- he does not wish to display his superiority.,[]
