alignment_id,work_id,section_id,section_unit,segment_type,alignment_granularity,is_coarse_alignment,coarse_alignment_reason,source_segment_count,target_segment_count,alignment_type,confidence,order,chinese_ref,chinese_text,translation_ref,translation_text,translation_text_raw,witness_repairs
laozi-chapter-028__align-001,laozi,laozi-chapter-028,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,1,老子 28.1,知其雄，,老子 28.1,"Who knows his manhood's strength,","Who knows his manhood's strength,",[]
laozi-chapter-028__align-002,laozi,laozi-chapter-028,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,2,老子 28.2,守其雌，,老子 28.2,Yet still his female feebleness maintains;,Yet still his female feebleness maintains;,[]
laozi-chapter-028__align-003,laozi,laozi-chapter-028,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,3,老子 28.3,為天下谿。,老子 28.3,"As to one channel flow the many drains,","As to one channel flow the many drains,",[]
laozi-chapter-028__align-004,laozi,laozi-chapter-028,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,4,老子 28.4,為天下谿，,老子 28.4,"All come to him, yea, all beneath the sky.","All come to him, yea, all beneath the sky.",[]
laozi-chapter-028__align-005,laozi,laozi-chapter-028,chapter,sentence,grouped,False,,2,3,exact_or_near_exact,1.0,5,老子 28.5 - 老子 28.6,常德不離，復歸於嬰兒。,老子 28.5 - 老子 28.7,"Thus he the constant excellence retains; The simple child again, free from all stains. Who knows how white attracts,","Thus he the constant excellence retains; The simple child again, free from all stains. Who knows how white attracts,",[]
laozi-chapter-028__align-006,laozi,laozi-chapter-028,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,7,老子 28.7,知其白，,老子 28.8,"Yet always keeps himself within black's shade,","Yet always keeps himself within black's shade,",[]
laozi-chapter-028__align-007,laozi,laozi-chapter-028,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,8,老子 28.8,守其黑，,老子 28.9,"The pattern of humility displayed,","The pattern of humility displayed,",[]
laozi-chapter-028__align-008,laozi,laozi-chapter-028,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,9,老子 28.9,為天下式。,老子 28.10,Displayed in view of all beneath the sky;,Displayed in view of all beneath the sky;,[]
laozi-chapter-028__align-009,laozi,laozi-chapter-028,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,10,老子 28.10,為天下式，,老子 28.11,"He in the unchanging excellence arrayed,","He in the unchanging excellence arrayed,",[]
laozi-chapter-028__align-010,laozi,laozi-chapter-028,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,11,老子 28.11,常德不忒，,老子 28.12,Endless return to man's first state has made.,Endless return to man's first state has made.,[]
laozi-chapter-028__align-011,laozi,laozi-chapter-028,chapter,sentence,grouped,False,,2,2,exact_or_near_exact,1.0,12,老子 28.12 - 老子 28.13,復歸於無極。知其榮，,老子 28.13 - 老子 28.14,"Who knows how glory shines, Yet loves disgrace, nor ever for it is pale;","Who knows how glory shines, Yet loves disgrace, nor ever for it is pale;",[]
laozi-chapter-028__align-012,laozi,laozi-chapter-028,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,14,老子 28.14,守其辱，,老子 28.15,"Behold his presence in a spacious vale,","Behold his presence in a spacious vale,",[]
laozi-chapter-028__align-013,laozi,laozi-chapter-028,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,15,老子 28.15,為天下谷，,老子 28.16,To which men come from all beneath the sky.,To which men come from all beneath the sky.,[]
laozi-chapter-028__align-014,laozi,laozi-chapter-028,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,16,老子 28.16,常德乃足，,老子 28.17,The unchanging excellence completes its tale;,The unchanging excellence completes its tale;,[]
laozi-chapter-028__align-015,laozi,laozi-chapter-028,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,17,老子 28.17,復歸於樸。,老子 28.18,The simple infant man in him we hail.,The simple infant man in him we hail.,[]
laozi-chapter-028__align-016,laozi,laozi-chapter-028,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,18,老子 28.18,樸散則為器，,老子 28.19,"The unwrought material, when divided and distributed, forms vessels.","The unwrought material, when divided and distributed, forms vessels.",[]
laozi-chapter-028__align-017,laozi,laozi-chapter-028,chapter,sentence,grouped,False,,2,1,exact_or_near_exact,1.0,19,老子 28.19 - 老子 28.20,聖人用之，則為官長，,老子 28.20,"The sage, when employed, becomes the Head of all the Officers (of government);","The sage, when employed, becomes the Head of all the Officers (of government);",[]
laozi-chapter-028__align-018,laozi,laozi-chapter-028,chapter,sentence,grouped,False,,1,1,exact_or_near_exact,1.0,21,老子 28.21,故大制不割。,老子 28.21,and in his greatest regulations he employs no violent measures.,and in his greatest regulations he employs no violent measures.,[]
